"Student Average Daily Attendance/Average Daily Membership Report by School
2015-16, Final Survey 5",,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,,,,,,,,
DISTRICT,"DISTRICT NAME","School #","School Name","DAYS PRESENT","DAYS ABSENT","TOTAL DAYS","% PRESENT","AVERAGE DAILY ATTENDANCE","AVERAGE DAILY MEMBERSHIP","SUMMER DAYS PRESENT","SUMMER DAYS ABSENT","TOTAL SUMMER DAYS ","% SUMMER DAYS PRESENT"
29,HILLSBOROUGH,3561,"PROGRESS VILLAGE MIDDLE MAGNET SCHOOL",148748,7341,156089,"0,9529691394",826,867,0,0,0,
29,HILLSBOROUGH,3620,"RANDALL MIDDLE SCHOOL",244380,9573,253953,"0,96230404838",1358,1411,0,0,0,
29,HILLSBOROUGH,3622,"RIVERHILLS ELEMENTARY MAGNET SCHOOL",69381,3401,72782,"0,95327141326",385,404,0,0,0,
29,HILLSBOROUGH,3641,"RIVERVIEW ELEMENTARY SCHOOL",103462,6493,109955,"0,94094856986",575,611,2285,580,2865,"0,79755671902"
29,HILLSBOROUGH,3681,"ROBINSON ELEMENTARY SCHOOL",111077,5508,116585,"0,95275550027",617,648,1485,495,1980,"0,75"
29,HILLSBOROUGH,3731,"ROBINSON HIGH SCHOOL",277379,15430,292809,"0,94730353233",1541,1627,642,0,642,1
29,HILLSBOROUGH,3761,"ROBLES ELEMENTARY SCHOOL",131159,9235,140394,"0,93422083564",729,780,3014,1029,4043,"0,74548602522"
29,HILLSBOROUGH,3771,"RODGERS MIDDLE SCHOOL",115420,9003,124423,"0,92764199545",641,691,0,0,0,
29,HILLSBOROUGH,3782,"LAVOY EXCEPTIONAL CENTER",14104,2233,16337,"0,86331639835",78,91,345,63,408,"0,84558823529"
29,HILLSBOROUGH,3784,"JEFFERSON HIGH SCHOOL",274909,21354,296263,"0,92792215025",1527,1646,1542,37,1579,"0,97656744775"
29,HILLSBOROUGH,3801,"ROOSEVELT ELEMENTARY SCHOOL",122041,3903,125944,"0,9690100362",678,700,1065,283,1348,"0,79005934718"
29,HILLSBOROUGH,3802,"ROLAND PARK K-8 MAGNET SCHOOL",139737,4306,144043,"0,97010614885",776,800,0,0,0,
29,HILLSBOROUGH,3841,"RUSKIN ELEMENTARY SCHOOL",148471,9150,157621,"0,94194935953",825,876,0,0,0,
29,HILLSBOROUGH,3851,"SCHMIDT ELEMENTARY SCHOOL",106428,6179,112607,"0,94512774516",591,626,599,130,729,"0,82167352537"
29,HILLSBOROUGH,3861,"SCHWARZKOPF ELEMENTARY SCHOOL",114773,5410,120183,"0,95498531406",638,668,0,0,0,
29,HILLSBOROUGH,3881,"SEFFNER ELEMENTARY SCHOOL",121785,6146,127931,"0,95195847761",677,711,0,0,0,
29,HILLSBOROUGH,3921,"SEMINOLE ELEMENTARY SCHOOL",84517,5207,89724,"0,94196647496",470,498,0,0,0,
29,HILLSBOROUGH,3922,"SESSUMS ELEMENTARY SCHOOL",183526,9418,192944,"0,95118790944",1020,1072,772,12,784,"0,98469387755"
29,HILLSBOROUGH,3951,"SHAW ELEMENTARY SCHOOL",125592,11151,136743,"0,91845286413",698,760,2588,660,3248,"0,79679802955"
29,HILLSBOROUGH,3961,"SHORE ELEMENTARY MAGNET SCHOOL",63457,2916,66373,"0,95606647281",353,369,0,0,0,
29,HILLSBOROUGH,4002,"SIMMONS EXCEPTIONAL CENTER",5708,977,6685,"0,85385190725",32,37,269,98,367,"0,73297002724"
29,HILLSBOROUGH,4141,"BLOOMINGDALE HIGH SCHOOL",377505,25710,403215,"0,93623749116",2097,2240,874,0,874,1
29,HILLSBOROUGH,4151,"SICKLES HIGH SCHOOL",378613,23680,402293,"0,94113742968",2103,2235,292,0,292,1
29,HILLSBOROUGH,4154,"SOUTH COUNTY CAREER CENTER",27287,8712,35999,"0,75799327759",152,200,0,0,0,
29,HILLSBOROUGH,4155,"BOWERS-WHITLEY CAREER CENTER",21389,7676,29065,"0,73590228797",119,161,0,0,0,
29,HILLSBOROUGH,4161,"SPRINGHEAD ELEMENTARY SCHOOL",156678,8316,164994,"0,9495981672",870,917,1710,580,2290,"0,74672489082"
29,HILLSBOROUGH,4201,"SULPHUR SPRINGS ELEMENTARY SCHOOL",130363,10375,140738,"0,92628145916",724,782,3347,1380,4727,"0,70806008038"
29,HILLSBOROUGH,4211,"SUMMERFIELD ELEMENTARY SCHOOL",161975,9368,171343,"0,94532604191",900,952,0,0,0,
29,HILLSBOROUGH,4212,"SYMMES ELEMENTARY SCHOOL",107430,5490,112920,"0,95138150903",597,627,0,0,0,
29,HILLSBOROUGH,4221,"TAMPA BAY TECH HIGH SCHOOL",333680,21875,355555,"0,93847646636",1854,1975,403,0,403,1
29,HILLSBOROUGH,4241,"TAMPA BAY BOULEVARD ELEMENTARY SCHOOL",127647,8453,136100,"0,93789125642",709,756,0,0,0,
29,HILLSBOROUGH,4251,"RAMPELLO K-8 MAGNET SCHOOL",134050,4470,138520,"0,96773029165",745,770,0,0,0,
29,HILLSBOROUGH,4261,"TAMPA PALMS ELEMENTARY SCHOOL",160354,6875,167229,"0,95888870949",891,929,674,266,940,"0,71702127659"
29,HILLSBOROUGH,4281,"TEMPLE TERRACE ELEMENTARY SCHOOL",96674,5671,102345,"0,94458937906",537,569,956,190,1146,"0,83420593368"
29,HILLSBOROUGH,4321,"DOROTHY THOMAS CENTER",11169,1528,12697,"0,87965661179",62,71,506,165,671,"0,75409836065"
29,HILLSBOROUGH,4331,"NORTH TAMPA ALTERNATIVE SCHOOL",15256,6356,21612,"0,70590412733",85,120,0,0,0,
29,HILLSBOROUGH,4332,"BRANDON ALTERNATIVE SCHOOL",14363,7238,21601,"0,66492292023",80,120,0,0,0,
29,HILLSBOROUGH,4339,"CATAPULT ACADEMY",29889,34725,64614,"0,46257776952",166,359,0,0,0,
29,HILLSBOROUGH,4361,"THONOTOSASSA ELEMENTARY SCHOOL",61512,4590,66102,"0,93056185894",342,367,962,202,1164,"0,82646048109"
29,HILLSBOROUGH,4381,"TINKER K-8 SCHOOL",117884,5017,122901,"0,9591785258",655,683,0,0,0,
29,HILLSBOROUGH,4391,ACTS,2773,105,2878,"0,96351633078",15,16,0,0,0,
29,HILLSBOROUGH,4441,"TOWN & COUNTRY ELEMENTARY SCHOOL",69141,4397,73538,"0,94020778373",384,409,0,0,0,
29,HILLSBOROUGH,4442,"WEBB MIDDLE SCHOOL",141020,9239,150259,"0,9385128345",783,835,2081,60,2141,"0,97197571228"
29,HILLSBOROUGH,4481,"TRAPNELL ELEMENTARY SCHOOL",97815,4173,101988,"0,95908342157",543,567,0,0,0,
29,HILLSBOROUGH,4522,"TURKEY CREEK MIDDLE SCHOOL",166843,10996,177839,"0,93816879312",927,988,0,0,0,
29,HILLSBOROUGH,4561,"TWIN LAKES ELEMENTARY SCHOOL",119912,7768,127680,"0,939160401",666,709,2668,729,3397,"0,78539888136"
29,HILLSBOROUGH,4562,"CAMINITI EXCEPTIONAL CENTER",16711,3152,19863,"0,841312994",93,110,547,100,647,"0,84544049459"
29,HILLSBOROUGH,4581,"VALRICO ELEMENTARY SCHOOL",143303,6877,150180,"0,95420828339",796,834,0,0,0,
29,HILLSBOROUGH,4591,"WALDEN LAKE ELEMENTARY SCHOOL",154047,7663,161710,"0,95261270175",856,898,0,0,0,
29,HILLSBOROUGH,4601,"WASHINGTON ELEMENTARY SCHOOL",90813,7483,98296,"0,92387279238",505,546,0,0,0,
29,HILLSBOROUGH,4611,"WALKER MIDDLE MAGNET SCHOOL",173965,7189,181154,"0,96031553264",966,1006,1774,284,2058,"0,86200194363"
29,HILLSBOROUGH,4651,"WESTCHASE ELEMENTARY SCHOOL",166643,6765,173408,"0,96098795903",926,963,0,0,0,
29,HILLSBOROUGH,4681,"WESTSHORE ELEMENTARY SCHOOL",61701,2924,64625,"0,95475435203",343,359,0,0,0,
29,HILLSBOROUGH,4722,"WEST TAMPA ELEMENTARY SCHOOL",87651,6759,94410,"0,92840800762",487,525,1808,591,2399,"0,75364735306"
29,HILLSBOROUGH,4731,"WHARTON HIGH SCHOOL",399541,33602,433143,"0,9224228488",2220,2406,535,0,535,1
29,HILLSBOROUGH,4741,"WILLIAMS MIDDLE MAGNET SCHOOL",150987,4938,155925,"0,96833092833",839,866,0,0,0,
29,HILLSBOROUGH,4747,"JAMES ELEMENTARY SCHOOL",110614,8434,119048,"0,9291546267",615,661,5218,1159,6377,"0,81825309706"
29,HILLSBOROUGH,4761,"WILSON MIDDLE SCHOOL",111755,4077,115832,"0,96480247254",621,644,0,0,0,
29,HILLSBOROUGH,4801,"WILSON ELEMENTARY SCHOOL",68202,3355,71557,"0,95311430048",379,398,938,334,1272,"0,73742138364"
29,HILLSBOROUGH,4841,"WIMAUMA ELEMENTARY SCHOOL",107377,6788,114165,"0,94054219769",597,634,0,0,0,
29,HILLSBOROUGH,4921,"WITTER ELEMENTARY SCHOOL",103349,8901,112250,"0,92070378619",574,624,0,0,0,
29,HILLSBOROUGH,4941,"WOODBRIDGE ELEMENTARY SCHOOL",112297,6576,118873,"0,94468045729",624,660,0,0,0,
29,HILLSBOROUGH,4961,"YATES ELEMENTARY SCHOOL",126147,8064,134211,"0,93991550618",701,746,1867,536,2403,"0,77694548481"
29,HILLSBOROUGH,5041,"YOUNG MIDDLE MAGNET SCHOOL",103228,4521,107749,"0,95804137393",573,599,511,0,511,1
29,HILLSBOROUGH,5042,"HILLSBOROUGH GIRLS ACADEMY",3018,0,3018,1,17,17,704,0,704,1
29,HILLSBOROUGH,5044,"DETENTION CENTER, WEST",12718,0,12718,1,71,71,2339,0,2339,1
29,HILLSBOROUGH,5048,"LES PETERS ACADEMY",3330,0,3330,1,19,19,852,0,852,1
29,HILLSBOROUGH,5051,"AMI KIDS TAMPA",2594,1432,4026,"0,64431197218",14,22,0,0,0,
29,HILLSBOROUGH,5052,"AMI KIDS YES",5425,1,5426,"0,99981570217",30,30,1193,0,1193,1
29,HILLSBOROUGH,5054,"PACE CENTER FOR GIRLS",7639,1988,9627,"0,79349745507",42,53,1449,523,1972,"0,73478701825"
29,HILLSBOROUGH,5056,"TAMPA RESIDENTIAL FACILITY",9324,18,9342,"0,99807321772",52,52,2173,0,2173,1
29,HILLSBOROUGH,5058,"FALKENBURG ROAD JAIL",7802,0,7802,1,43,43,1699,0,1699,1
29,HILLSBOROUGH,5062,"COLUMBUS RESIDENTIAL JUVENILE FACILITY",8905,0,8905,1,49,49,1873,0,1873,1
29,HILLSBOROUGH,5071,"LAKE ACADEMY",8462,58,8520,"0,99319248826",47,47,1764,39,1803,"0,97836938435"
29,HILLSBOROUGH,5371,"HOSPITAL/HOMEBOUND/HOMEBASED PROGRAMS",35319,3202,38521,"0,91687650891",196,214,1367,4,1371,"0,99708242159"
29,HILLSBOROUGH,5372,"ESE BIRTH THRU AGE 5",88609,260,88869,"0,99707434538",492,494,189,0,189,1
29,HILLSBOROUGH,6529,"DELIA SANCHEZ FULL SERVICE SCHOOL",3289,77,3366,"0,977124183",18,19,0,0,0,
29,HILLSBOROUGH,6601,"RICHARDSON MONTESSORI ACADEMY",4387,331,4718,"0,92984315387",24,26,0,0,0,
29,HILLSBOROUGH,6606,"TERRACE COMMUNITY MIDDLE SCHOOL",116338,3541,119879,"0,97046188239",646,666,0,0,0,
29,HILLSBOROUGH,6608,"VILLAGE OF EXCELLENCE ACADEMY",40143,2310,42453,"0,94558688431",223,236,0,0,0,
29,HILLSBOROUGH,6609,"PEPIN ACADEMIES",119358,7109,126467,"0,94378770746",663,703,0,0,0,
29,HILLSBOROUGH,6613,"LEARNING GATE COMMUNITY SCHOOL",133188,6193,139381,"0,95556783205",740,774,0,0,0,
29,HILLSBOROUGH,6615,"RCMA WIMAUMA ACADEMY",39739,1218,40957,"0,97026149376",221,228,0,0,0,
29,HILLSBOROUGH,6620,"HORIZON CHARTER SCHOOL OF TAMPA",45006,2524,47530,"0,94689669682",250,264,0,0,0,
29,HILLSBOROUGH,6621,"LEGACY PREPARATORY ACADEMY",21547,1633,23180,"0,92955133735",120,129,0,0,0,
29,HILLSBOROUGH,6623,"WALTON ACADEMY",35411,2125,37536,"0,94338768115",197,209,0,0,0,
29,HILLSBOROUGH,6624,"TRINITY SCHOOL FOR CHILDREN",132041,5393,137434,"0,9607593463",734,764,0,0,0,
29,HILLSBOROUGH,6625,"LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY",102325,5262,107587,"0,95109074516",568,598,0,0,0,
29,HILLSBOROUGH,6626,"KIDS COMMUNITY COLLEGE",59880,2637,62517,"0,9578194731",333,347,0,0,0,
29,HILLSBOROUGH,6634,"BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL",99605,4253,103858,"0,95904985653",553,577,0,0,0,
29,HILLSBOROUGH,6637,"INDEPENDENCE ACADEMY ELEMENTARY SCHOOL",85225,4483,89708,"0,95002675346",473,498,0,0,0,
29,HILLSBOROUGH,6639,"FLORIDA AUTISM CHARTER SCHOOL OF EXCELLENCE",15339,1638,16977,"0,90351652235",85,94,456,39,495,"0,92121212121"
29,HILLSBOROUGH,6643,"COMMUNITY CHARTER SCHOOL OF EXCELLENCE",34532,2308,36840,"0,93735070575",192,205,0,0,0,
29,HILLSBOROUGH,6644,"ADVANTAGE ACADEMY OF HILLSBOROUGH",50486,2708,53194,"0,94909200285",280,296,0,0,0,
29,HILLSBOROUGH,6645,"ADVANTAGE ACADEMY MIDDLE SCHOOL",24106,1459,25565,"0,94292978681",134,142,0,0,0,
29,HILLSBOROUGH,6646,"SEMINOLE HEIGHTS CHARTER HIGH SCHOOL",34042,25233,59275,"0,57430619991",189,329,3092,2696,5788,"0,53420870767"
29,HILLSBOROUGH,6648,"INDEPENDENCE ACADEMY MIDDLE SCHOOL",47050,2838,49888,"0,94311257216",261,277,0,0,0,
29,HILLSBOROUGH,6649,"VALRICO LAKE ADVANTAGE ACADEMY",128055,5596,133651,"0,95812975585",711,743,0,0,0,
29,HILLSBOROUGH,6650,"KID'S COMMUNITY COLLEGE MIDDLE CHARTER SCHOOL",38035,1816,39851,"0,95443025269",211,221,0,0,0,
29,HILLSBOROUGH,6652,"CHANNELSIDE ACADEMY OF MATH AND SCIENCE",64454,3363,67817,"0,95041066399",358,377,0,0,0,
29,HILLSBOROUGH,6653,"WOODMONT CHARTER SCHOOL",122559,8227,130786,"0,9370957136",681,727,0,0,0,
29,HILLSBOROUGH,6655,"LUTZ PREPARATORY SCHOOL",131687,5425,137112,"0,96043380593",732,762,0,0,0,
29,HILLSBOROUGH,6656,"PIVOT CHARTER SCHOOL",46146,5471,51617,"0,89400778813",256,287,0,0,0,
29,HILLSBOROUGH,6657,"NEW SPRINGS SCHOOLS",56219,3027,59246,"0,94890794315",312,329,0,0,0,
29,HILLSBOROUGH,6658,"WINTHROP CHARTER SCHOOL",223283,11508,234791,"0,95098619623",1240,1304,0,0,0,
29,HILLSBOROUGH,6659,"WEST UNIVERSITY CHARTER HIGH",31320,20490,51810,"0,6045165026",174,288,3778,2992,6770,"0,55805022156"
29,HILLSBOROUGH,6661,"BELL CREEK ACADEMY HIGH SCHOOL",44101,2574,46675,"0,94485270487",245,259,0,0,0,
29,HILLSBOROUGH,6662,"HENDERSON HAMMOCK CHARTER SCHOOL",188181,10754,198935,"0,9459421419",1045,1105,0,0,0,
29,HILLSBOROUGH,6663,"CHANNELSIDE ACADEMY MIDDLE SCHOOL",25629,1394,27023,"0,94841431373",142,150,0,0,0,
29,HILLSBOROUGH,6666,"KINGS KIDS ACADEMY OF HEALTH SCIENCES",21558,1050,22608,"0,95355626326",120,126,532,0,532,1
29,HILLSBOROUGH,6667,"KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY",55456,2392,57848,"0,95865025584",308,321,0,0,0,
29,HILLSBOROUGH,6668,"BELL CREEK ACADEMY",99004,4172,103176,"0,95956423974",550,573,0,0,0,
29,HILLSBOROUGH,6669,"RCMA LEADERSHIP ACADEMY",11533,376,11909,"0,9684272399",64,66,0,0,0,
29,HILLSBOROUGH,6671,"HILLSBOROUGH ACADEMY OF MATH AND SCIENCE",127850,5628,133478,"0,95783574821",710,742,0,0,0,
29,HILLSBOROUGH,7004,"HILLSBOROUGH VIRTUAL FRANCHISE HIGH SCHOOL",313893,0,313893,1,1744,1744,0,0,0,
29,HILLSBOROUGH,7006,"HILLSBOROUGH VIRTUAL INSTRUCTION COURSE OFFERINGS",574107,0,574107,1,3189,3189,8251,0,8251,1
29,HILLSBOROUGH,7023,"HILLSBOROUGH VIRTUAL SCHOOL",56009,0,56009,1,311,311,0,0,0,
29,HILLSBOROUGH,7672,"FOCUS ACADEMY",12002,1282,13284,"0,90349292381",67,74,0,0,0,
29,HILLSBOROUGH,7675,"BRIDGEPREP ACADEMY OF TAMPA",38214,2808,41022,"0,93154892496",212,228,0,0,0,
29,HILLSBOROUGH,7677,"TOWN & COUNTRY HIGH SCHOOL",26126,14333,40459,"0,64574013198",145,225,3323,2146,5469,"0,60760650941"
29,HILLSBOROUGH,7678,"FLORIDA VIRTUAL ACADEMY AT HILLSBOROUGH COUNTY",33719,6620,40339,"0,83589082525",187,224,3852,0,3852,1
29,HILLSBOROUGH,7680,"VILLAGE OF EXCELLENCE ACADEMY MIDDLE SCHOOL",18517,1265,19782,"0,93605297745",103,110,0,0,0,
29,HILLSBOROUGH,9998,"HOME EDUCATION PROGRAM STUDENTS",33989,1027,35016,"0,9706705506",189,195,20,14,34,"0,58823529411"
29,HILLSBOROUGH,9999,"OUT OF STATE/NON-PUBLIC SCHOOL",3360,79,3439,"0,97702820587",19,19,0,0,0,
30,HOLMES,12,"BONIFAY MIDDLE SCHOOL",90960,6638,97598,"0,93198631119",505,542,0,0,0,
30,HOLMES,31,"POPLAR SPRINGS HIGH SCHOOL",65231,2398,67629,"0,96454183856",362,376,0,0,0,
30,HOLMES,41,"BETHLEHEM HIGH SCHOOL",79173,6353,85526,"0,92571849496",440,475,16,0,16,1
30,HOLMES,61,"PONCE DE LEON HIGH SCHOOL",48977,2916,51893,"0,94380744994",272,288,0,0,0,
30,HOLMES,111,"PONCE DE LEON ELEMENTARY SCHOOL",50182,3524,53706,"0,93438349532",279,298,0,0,0,
30,HOLMES,121,"BONIFAY ELEMENTARY SCHOOL",134840,7638,142478,"0,94639172363",749,792,209,0,209,1
30,HOLMES,261,"HOLMES COUNTY HIGH SCHOOL",78098,2912,81010,"0,96405382051",434,450,0,0,0,
30,HOLMES,471,"GRADUATION ASSISTANCE PROGRAM",4183,1256,5439,"0,76907519764",23,30,0,0,0,
30,HOLMES,7001,"HOLMES VIRTUAL INSTRUCTION PROGRAM",*,*,*,*,*,*,0,0,0,
30,HOLMES,7023,"HOLMES EDGENUITY",*,*,*,*,*,*,16,0,16,1
31,"INDIAN RIVER",31,"VERO BEACH HIGH SCHOOL",457020,54166,511186,"0,89403856913",2539,2840,2205,298,2503,"0,88094286855"
31,"INDIAN RIVER",33,"ALTERNATIVE CENTER FOR EDUCATION",6352,3104,9456,"0,67174280879",35,53,0,0,0,
31,"INDIAN RIVER",41,"ROSEWOOD MAGNET SCHOOL",95614,4544,100158,"0,95463168194",531,556,1017,151,1168,"0,87071917808"
31,"INDIAN RIVER",51,"OSCEOLA MAGNET SCHOOL",91517,3976,95493,"0,95836344025",508,531,0,0,0,
31,"INDIAN RIVER",61,"BEACHLAND ELEMENTARY SCHOOL",79727,4436,84163,"0,94729275334",443,468,0,0,0,
31,"INDIAN RIVER",81,"GIFFORD MIDDLE SCHOOL",138502,9818,148320,"0,93380528586",769,824,0,0,0,
31,"INDIAN RIVER",101,"FELLSMERE ELEMENTARY SCHOOL",114844,5497,120341,"0,95432146982",638,669,0,0,0,
31,"INDIAN RIVER",121,"PELICAN ISLAND ELEMENTARY SCHOOL",72032,4941,76973,"0,93580866017",400,428,221,24,245,"0,90204081632"
31,"INDIAN RIVER",131,"WABASSO SCHOOL",23022,1272,24294,"0,94764139293",128,135,494,0,494,1
31,"INDIAN RIVER",141,"CITRUS ELEMENTARY SCHOOL",123747,8308,132055,"0,93708681988",687,734,0,0,0,
31,"INDIAN RIVER",151,"DODGERTOWN ELEMENTARY SCHOOL",83793,6082,89875,"0,93232823365",466,499,0,0,0,
31,"INDIAN RIVER",161,"VERO BEACH ELEMENTARY SCHOOL",126175,8471,134646,"0,93708687966",701,748,672,67,739,"0,90933694181"
31,"INDIAN RIVER",171,"SEBASTIAN RIVER MIDDLE SCHOOL",162021,12008,174029,"0,93100000574",900,967,497,0,497,1
31,"INDIAN RIVER",191,"SEBASTIAN ELEMENTARY SCHOOL",87255,6042,93297,"0,93523907521",485,518,0,0,0,
31,"INDIAN RIVER",201,"GLENDALE ELEMENTARY SCHOOL",95538,6154,101692,"0,93948393187",531,565,0,0,0,
31,"INDIAN RIVER",221,"INDIAN RIVER ACADEMY",86617,5494,92111,"0,9403545722",481,512,0,0,0,
31,"INDIAN RIVER",271,"OSLO MIDDLE SCHOOL",137206,11400,148606,"0,92328708127",762,826,0,0,0,
31,"INDIAN RIVER",291,"SEBASTIAN RIVER HIGH SCHOOL",298356,30011,328367,"0,90860531052",1658,1824,442,0,442,1
31,"INDIAN RIVER",301,"LIBERTY MAGNET SCHOOL",94394,4339,98733,"0,95605319396",524,549,0,0,0,
31,"INDIAN RIVER",341,"TREASURE COAST ELEMENTARY SCHOOL",116644,6836,123480,"0,9446388079",648,686,669,58,727,"0,92022008253"
31,"INDIAN RIVER",371,"STORM GROVE MIDDLE SCHOOL",153195,10526,163721,"0,93570769785",851,910,846,72,918,"0,92156862745"
31,"INDIAN RIVER",5001,"INDIAN RIVER CHARTER HIGH SCHOOL",115694,7940,123634,"0,93577818399",643,687,0,0,0,
31,"INDIAN RIVER",5002,"ST. PETER'S ACADEMY",21769,748,22517,"0,96678065461",121,125,0,0,0,
31,"INDIAN RIVER",5003,"NORTH COUNTY CHARTER SCHOOL",58215,2301,60516,"0,96197699781",323,336,0,0,0,
31,"INDIAN RIVER",5005,"SEBASTIAN CHARTER JUNIOR HIGH SCHOOL",48547,2577,51124,"0,94959314607",270,284,0,0,0,
31,"INDIAN RIVER",5006,"IMAGINE AT SOUTH VERO",150758,6406,157164,"0,95924002952",838,873,0,0,0,
31,"INDIAN RIVER",9002,"EXCEPTIONAL STUDENT EDUCATION",*,*,*,*,*,*,0,0,0,
31,"INDIAN RIVER",9998,"HOME EDUCATION PROGRAM STUDENTS",*,*,*,*,*,*,0,0,0,
32,JACKSON,21,"MARIANNA HIGH SCHOOL",122826,12970,135796,"0,90448908657",682,754,0,0,0,
32,JACKSON,24,"JACKSON COUNTY EARLY CHILDHOOD CENTER",30687,3538,34225,"0,89662527392",170,190,0,0,0,
32,JACKSON,31,"FRANK M. GOLSON ELEMENTARY SCHOOL",130725,8816,139541,"0,93682143599",726,775,276,0,276,1
32,JACKSON,41,"RIVERSIDE ELEMENTARY SCHOOL",103692,6033,109725,"0,94501708817",576,610,0,0,0,
32,JACKSON,61,"MARIANNA MIDDLE SCHOOL",105506,6997,112503,"0,93780610294",586,625,0,0,0,
32,JACKSON,121,"MALONE HIGH SCHOOL",88487,5240,93727,"0,9440929508",492,521,0,0,0,
32,JACKSON,141,"SNEADS HIGH SCHOOL",64359,7454,71813,"0,8962026374",358,399,0,0,0,
32,JACKSON,171,"SNEADS ELEMENTARY SCHOOL",76691,4857,81548,"0,94043998626",426,453,0,0,0,
32,JACKSON,181,"GRAND RIDGE SCHOOL",103859,9904,113763,"0,91294181763",577,632,0,0,0,
32,JACKSON,202,"HOPE SCHOOL",23475,2825,26300,"0,89258555133",130,146,0,0,0,
32,JACKSON,212,"JACKSON ALTERNATIVE SCHOOL",17579,2981,20560,"0,85500972762",98,114,0,0,0,
32,JACKSON,251,"COTTONDALE HIGH SCHOOL",74465,7470,81935,"0,90883017025",414,455,0,0,0,
32,JACKSON,271,"COTTONDALE ELEMENTARY SCHOOL",73503,4925,78428,"0,93720354975",408,436,0,0,0,
32,JACKSON,301,"GRACEVILLE ELEMENTARY SCHOOL",56319,3728,60047,"0,93791529968",313,334,0,0,0,
32,JACKSON,491,"GRACEVILLE HIGH SCHOOL",54827,3312,58139,"0,9430330759",305,323,0,0,0,
32,JACKSON,7001,"JACKSON VIRTUAL INSTRUCTION PROGRAM",3980,16,3996,"0,99599599599",22,22,0,0,0,
32,JACKSON,9003,"DIST WIDE HOMEBOUND PROGRAM",*,*,*,*,*,*,0,0,0,
32,JACKSON,9020,"THE DOVE (DEVELOPING OPPORTUNITIES THRU VOC. ED.)",3840,0,3840,1,21,21,439,0,439,1
33,JEFFERSON,21,"JEFFERSON COUNTY MIDDLE/HIGH SCHOOL",55102,4125,59227,"0,93035271075",306,329,906,11,917,"0,98800436205"
33,JEFFERSON,111,"JEFFERSON COUNTY ELEMENTARY SCHOOL",76423,6347,82770,"0,92331762715",425,460,1938,65,2003,"0,96754867698"
33,JEFFERSON,6016,"TURNING POINT",3938,618,4556,"0,8643546971",22,25,503,8,511,"0,9843444227"
33,JEFFERSON,7001,"JEFFERSON VIRTUAL INSTRUCTION PROGRAM",*,*,*,*,*,*,0,0,0,
33,JEFFERSON,9005,"JEFFERSON COUNTY ESE SCHOOL",*,*,*,*,*,*,0,0,0,
34,LAFAYETTE,21,"LAFAYETTE HIGH SCHOOL",99977,7974,107951,"0,926133153",555,600,1277,0,1277,1
34,LAFAYETTE,22,"LAFAYETTE ELEMENTARY SCHOOL",96186,8268,104454,"0,92084553966",534,580,54,0,54,1
34,LAFAYETTE,7004,"LAFAYETTE VIRTUAL FRANCHISE",*,*,*,*,*,*,0,0,0,
34,LAFAYETTE,9998,"HOME EDUCATION PROGRAM STUDENTS",*,*,*,*,*,*,0,0,0,
35,LAKE,31,"BEVERLY SHORES ELEMENTARY SCHOOL",119468,8387,127855,"0,93440225255",664,710,2145,0,2145,1
35,LAKE,41,"CLERMONT ELEMENTARY SCHOOL",91183,8163,99346,"0,91783262536",507,552,0,0,0,
35,LAKE,61,"EUSTIS ELEMENTARY SCHOOL",90977,5350,96327,"0,9444600164",505,535,0,0,0,
35,LAKE,67,"SAWGRASS BAY ELEMENTARY SCHOOL",220999,17587,238586,"0,92628653818",1228,1325,0,0,0,
35,LAKE,68,"GRASSY LAKE ELEMENTARY SCHOOL",173444,8652,182096,"0,95248660047",964,1012,0,0,0,
35,LAKE,69,"SORRENTO ELEMENTARY",133844,8603,142447,"0,93960560769",744,791,0,0,0,
35,LAKE,71,"EUSTIS HEIGHTS ELEMENTARY SCHOOL",97446,7742,105188,"0,92639844849",541,584,1742,0,1742,1
35,LAKE,80,"EAST RIDGE MIDDLE SCHOOL",193562,9702,203264,"0,9522689704",1075,1129,0,0,0,
35,LAKE,81,"EUSTIS HIGH SCHOOL",206907,16857,223764,"0,92466616613",1149,1243,0,0,0,
35,LAKE,101,"FRUITLAND PARK ELEMENTARY SCHOOL",127221,7884,135105,"0,94164538692",707,751,0,0,0,
35,LAKE,113,"GRAY MIDDLE SCHOOL",170398,11510,181908,"0,93672625722",947,1011,0,0,0,
35,LAKE,119,"THE VILLAGES ELEMENTARY OF LADY LAKE SCHOOL",143620,8349,151969,"0,94506116378",798,844,0,0,0,
35,LAKE,141,"SEMINOLE SPRINGS ELEMENTARY SCHOOL",90150,8552,98702,"0,91335535247",501,548,0,0,0,
35,LAKE,149,"ROUND LAKE ELEMENTARY SCHOOL",159362,10245,169607,"0,93959565348",885,942,0,0,0,
35,LAKE,161,"LEESBURG HIGH SCHOOL",253717,26691,280408,"0,90481370003",1410,1558,0,0,0,
