"Students Absent 21 or More Days by School
2014-15, Final Survey 5 - Revised as of 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
51,PASCO,501,"NORTHWEST ELEMENTARY SCHOOL",851,137,"0,16098707403"
51,PASCO,521,"HUDSON HIGH SCHOOL",1438,277,"0,1926286509"
51,PASCO,701,"CYPRESS ELEMENTARY SCHOOL",893,74,"0,08286674132"
51,PASCO,801,"LAND O' LAKES HIGH SCHOOL",1818,177,"0,09735973597"
51,PASCO,901,"ANCLOTE ELEMENTARY SCHOOL",725,45,"0,06206896551"
51,PASCO,902,"PINE VIEW ELEMENTARY SCHOOL",692,47,"0,06791907514"
51,PASCO,911,"GULFSIDE ELEMENTARY SCHOOL",634,51,"0,08044164037"
51,PASCO,921,"PINE VIEW MIDDLE SCHOOL",1001,69,"0,06893106893"
51,PASCO,931,"RIDGEWOOD HIGH SCHOOL",1291,204,"0,15801704105"
51,PASCO,932,"CALUSA ELEMENTARY SCHOOL",711,57,"0,08016877637"
51,PASCO,941,"MOON LAKE ELEMENTARY SCHOOL",739,94,"0,12719891745"
51,PASCO,951,"HUDSON MIDDLE SCHOOL",861,155,"0,1800232288"
51,PASCO,961,"LAKE MYRTLE ELEMENTARY SCHOOL",743,36,"0,04845222072"
51,PASCO,991,"MARCHMAN TECHNICAL COLLEGE",182,92,"0,50549450549"
51,PASCO,2061,"SAND PINE ELEMENTARY SCHOOL",628,25,"0,03980891719"
51,PASCO,2071,"WESLEY CHAPEL ELEMENTARY SCHOOL",925,55,"0,05945945945"
51,PASCO,2081,"LONGLEAF ELEMENTARY SCHOOL",694,37,"0,05331412103"
51,PASCO,2091,"SEVEN OAKS ELEMENTARY SCHOOL",1197,66,"0,05513784461"
51,PASCO,2101,"BAYCARE BEHAVIORAL HEALTH",47,0,0
51,PASCO,2102,"AMI KIDS PASCO",54,15,"0,27777777777"
51,PASCO,4081,"CENTRAL PASCO GIRLS ACADEMY",57,0,0
51,PASCO,4301,"DAYSPRING ACADEMY",629,44,"0,06995230524"
51,PASCO,4302,"ACADEMY AT THE FARM",456,17,"0,03728070175"
51,PASCO,4307,"COUNTRYSIDE MONTESSORI ACADEMY",280,13,"0,04642857142"
51,PASCO,4321,"ATHENIAN ACADEMY OF PASCO COUNTY",405,16,"0,03950617283"
51,PASCO,4323,"IMAGINE SCHOOL AT LAND O' LAKES",740,24,"0,03243243243"
51,PASCO,4325,"FLORIDA VIRTUAL ACADEMY AT PASCO",140,39,"0,27857142857"
51,PASCO,4326,"CLASSICAL PREPARATORY SCHOOL",359,9,"0,02506963788"
51,PASCO,4327,"LEARNING LODGE ACADEMY",200,15,"0,075"
51,PASCO,4328,"PEPIN ACADEMIES OF PASCO COUNTY",244,31,"0,12704918032"
51,PASCO,5242,"PACE CENTER FOR GIRLS",85,1,"0,01176470588"
51,PASCO,5881,"SHERIFF'S DETENTION CENTER",29,17,"0,58620689655"
51,PASCO,7004,"PASCO ESCHOOL-VIRTUAL FRANCHISE",876,0,0
51,PASCO,7023,"PASCO VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)",81,0,0
51,PASCO,7071,"JAMES IRVIN EDUCATION CENTER",183,90,"0,49180327868"
51,PASCO,7081,"JUVENILE DETENTION CENTER",335,0,0
52,PINELLAS,51,"ANONA ELEMENTARY SCHOOL",488,19,"0,03893442622"
52,PINELLAS,111,"AZALEA ELEMENTARY SCHOOL",641,37,"0,05772230889"
52,PINELLAS,121,"AZALEA MIDDLE SCHOOL",1234,220,"0,17828200972"
52,PINELLAS,131,"BARDMOOR ELEMENTARY SCHOOL",690,56,"0,08115942028"
52,PINELLAS,141,"LARGO MIDDLE SCHOOL",869,124,"0,14269275028"
52,PINELLAS,151,"BAUDER ELEMENTARY SCHOOL",870,42,"0,04827586206"
52,PINELLAS,161,"BAY POINT ELEMENTARY SCHOOL",704,11,"0,015625"
52,PINELLAS,171,"BAY POINT MIDDLE SCHOOL",1105,158,"0,14298642533"
52,PINELLAS,231,"BAY VISTA FUNDAMENTAL ELEMENTARY SCHOOL",659,10,"0,01517450682"
52,PINELLAS,251,"BAYSIDE HIGH SCHOOL",607,335,"0,55189456342"
52,PINELLAS,271,"BEAR CREEK ELEMENTARY SCHOOL",439,26,"0,05922551252"
52,PINELLAS,321,"BELCHER ELEMENTARY SCHOOL",798,55,"0,06892230576"
52,PINELLAS,371,"BELLEAIR ELEMENTARY SCHOOL",810,66,"0,08148148148"
52,PINELLAS,391,"BLANTON ELEMENTARY SCHOOL",617,58,"0,09400324149"
52,PINELLAS,431,"BOCA CIEGA HIGH SCHOOL",1891,437,"0,23109465891"
52,PINELLAS,441,"BROOKER CREEK ELEMENTARY SCHOOL",539,14,"0,02597402597"
52,PINELLAS,481,"CAMPBELL PARK ELEMENTARY SCHOOL",766,91,"0,11879895561"
52,PINELLAS,521,"ESE COUNTYWIDE",229,0,0
52,PINELLAS,531,"JOSEPH L. CARWISE MIDDLE SCHOOL",1200,99,"0,0825"
52,PINELLAS,681,"PAUL B. STEPHENS ESE CENTER",228,67,"0,29385964912"
52,PINELLAS,711,"CLEARWATER HIGH SCHOOL",2152,516,"0,23977695167"
52,PINELLAS,731,"CLEARWATER FUNDAMENTAL MIDDLE SCHOOL",865,19,"0,02196531791"
52,PINELLAS,751,"COUNTRYSIDE HIGH SCHOOL",2447,400,"0,16346546791"
52,PINELLAS,811,"CROSS BAYOU ELEMENTARY SCHOOL",556,44,"0,07913669064"
52,PINELLAS,851,"CURLEW CREEK ELEMENTARY SCHOOL",750,40,"0,05333333333"
52,PINELLAS,991,"LEILA DAVIS ELEMENTARY SCHOOL",879,44,"0,05005688282"
52,PINELLAS,1031,"DIXIE M. HOLLINS HIGH SCHOOL",2177,592,"0,27193385392"
52,PINELLAS,1071,"DUNEDIN ELEMENTARY SCHOOL",759,55,"0,07246376811"
52,PINELLAS,1081,"DUNEDIN HIGH SCHOOL",1717,461,"0,26849155503"
52,PINELLAS,1091,"DUNEDIN HIGHLAND MIDDLE SCHOOL",1271,150,"0,1180173092"
52,PINELLAS,1131,"EISENHOWER ELEMENTARY SCHOOL",925,60,"0,06486486486"
52,PINELLAS,1211,"FAIRMOUNT PARK ELEMENTARY SCHOOL",798,89,"0,11152882205"
52,PINELLAS,1261,"JOHN M. SEXTON ELEMENTARY SCHOOL",803,71,"0,08841843088"
52,PINELLAS,1281,"FITZGERALD MIDDLE SCHOOL",1319,190,"0,1440485216"
52,PINELLAS,1331,"FOREST LAKES ELEMENTARY SCHOOL",607,32,"0,05271828665"
52,PINELLAS,1341,"FRONTIER ELEMENTARY SCHOOL",804,57,"0,07089552238"
52,PINELLAS,1361,"FUGUITT ELEMENTARY SCHOOL",698,88,"0,12607449856"
52,PINELLAS,1421,"LYNCH ELEMENTARY SCHOOL",780,61,"0,0782051282"
52,PINELLAS,1471,"PERKINS ELEMENTARY SCHOOL",614,15,"0,02442996742"
52,PINELLAS,1481,"GARRISON-JONES ELEMENTARY SCHOOL",777,52,"0,06692406692"
52,PINELLAS,1531,"GIBBS HIGH SCHOOL",1566,426,"0,27203065134"
52,PINELLAS,1691,"GULFPORT MONTESSOURI ELEMENTARY SCHOOL",752,65,"0,08643617021"
52,PINELLAS,1781,"HIGHLAND LAKES ELEMENTARY SCHOOL",641,37,"0,05772230889"
52,PINELLAS,1801,"CALVIN A. HUNSINGER SCHOOL",154,55,"0,35714285714"
52,PINELLAS,1811,"HIGH POINT ELEMENTARY SCHOOL",838,72,"0,08591885441"
52,PINELLAS,1821,"DOUGLAS L. JAMERSON JR. ELEMENTARY",599,21,"0,03505843071"
52,PINELLAS,1961,"LAKEVIEW FUNDAMENTAL ELEMENTARY",360,7,"0,01944444444"
52,PINELLAS,2021,"LAKEWOOD ELEMENTARY SCHOOL",677,51,"0,07533234859"
52,PINELLAS,2031,"LAKEWOOD HIGH SCHOOL",1378,231,"0,16763425253"
52,PINELLAS,2081,"LARGO HIGH SCHOOL",1992,425,"0,21335341365"
52,PINELLAS,2141,"LEALMAN AVENUE ELEMENTARY SCHOOL",613,71,"0,11582381729"
52,PINELLAS,2151,"LEALMAN INTERMEDIATE",390,64,"0,1641025641"
52,PINELLAS,2261,"MADEIRA BEACH FUNDAMENTAL K-8",1458,74,"0,05075445816"
52,PINELLAS,2281,"MAXIMO ELEMENTARY SCHOOL",606,35,"0,05775577557"
52,PINELLAS,2301,"MCMULLEN-BOOTH ELEMENTARY SCHOOL",815,42,"0,05153374233"
52,PINELLAS,2321,"MEADOWLAWN MIDDLE SCHOOL",1466,263,"0,17939972714"
52,PINELLAS,2371,"MELROSE ELEMENTARY SCHOOL",582,66,"0,11340206185"
52,PINELLAS,2431,"MILDRED HELMS ELEMENTARY SCHOOL",700,51,"0,07285714285"
52,PINELLAS,2441,"CHI CHI RODRIQUEZ ACADEMY",77,11,"0,14285714285"
52,PINELLAS,2531,"MOUNT VERNON ELEMENTARY SCHOOL",673,63,"0,09361069836"
52,PINELLAS,2581,"NINA HARRIS ESE CENTER",265,67,"0,25283018867"
52,PINELLAS,2641,"NORTHEAST HIGH SCHOOL",2118,547,"0,2582625118"
52,PINELLAS,2691,"NORTH SHORE ELEMENTARY SCHOOL",446,37,"0,08295964125"
52,PINELLAS,2791,"NORTHWEST ELEMENTARY SCHOOL",720,64,"0,08888888888"
52,PINELLAS,2821,"PINELLAS SECONDARY SCHOOL",448,145,"0,32366071428"
52,PINELLAS,2861,"OAK GROVE MIDDLE SCHOOL",1260,143,"0,11349206349"
52,PINELLAS,2921,"OAKHURST ELEMENTARY SCHOOL",808,31,"0,03836633663"
52,PINELLAS,2961,"OLDSMAR ELEMENTARY SCHOOL",590,38,"0,06440677966"
52,PINELLAS,3021,"ORANGE GROVE ELEMENTARY SCHOOL",405,26,"0,06419753086"
52,PINELLAS,3031,"OSCEOLA FUNDAMENTAL HIGH",1786,161,"0,0901455767"
52,PINELLAS,3041,"OSCEOLA MIDDLE SCHOOL",1336,178,"0,13323353293"
52,PINELLAS,3071,"OZONA ELEMENTARY SCHOOL",777,44,"0,05662805662"
52,PINELLAS,3131,"CURTIS FUNDAMENTAL ELEMENTARY",543,1,"0,00184162062"
52,PINELLAS,3191,"PALM HARBOR MIDDLE SCHOOL",1498,128,"0,08544726301"
52,PINELLAS,3231,"RICHARD L. SANDERS SCHOOL",183,93,"0,50819672131"
52,PINELLAS,3281,"PASADENA FUNDAMENTAL ELEMENTARY SCHOOL",472,10,"0,02118644067"
52,PINELLAS,3341,"CLEARWATER INTERMEDIATE",358,88,"0,24581005586"
52,PINELLAS,3361,"PINELLAS CENTRAL ELEMENTARY SCHOOL",784,43,"0,05484693877"
52,PINELLAS,3371,"CAREER ACADEMIES OF SEMINOLE",*,*,*
52,PINELLAS,3391,"PINELLAS PARK ELEMENTARY SCHOOL",689,82,"0,1190130624"
52,PINELLAS,3411,"PINELLAS PARK MIDDLE SCHOOL",1295,186,"0,14362934362"
52,PINELLAS,3421,"PINELLAS PARK HIGH SCHOOL",2461,455,"0,18488419341"
52,PINELLAS,3431,"PLUMB ELEMENTARY SCHOOL",891,47,"0,05274971941"
52,PINELLAS,3461,"PONCE DE LEON ELEMENTARY SCHOOL",681,46,"0,06754772393"
52,PINELLAS,3511,"RIDGECREST ELEMENTARY SCHOOL",864,59,"0,06828703703"
52,PINELLAS,3731,"SAFETY HARBOR ELEMENTARY SCHOOL",744,46,"0,06182795698"
52,PINELLAS,3741,"SAFETY HARBOR MIDDLE SCHOOL",1522,154,"0,1011826544"
52,PINELLAS,3751,"SAWGRASS LAKE ELEMENTARY SCHOOL",798,69,"0,08646616541"
52,PINELLAS,3761,"JAMES B. SANDERLIN PK-8",601,15,"0,02495840266"
52,PINELLAS,3781,"ST. PETERSBURG HIGH SCHOOL",2472,626,"0,25323624595"
52,PINELLAS,3851,"SAN JOSE ELEMENTARY SCHOOL",527,34,"0,06451612903"
52,PINELLAS,3871,"SANDY LANE ELEMENTARY SCHOOL",583,59,"0,1012006861"
52,PINELLAS,3911,"SEMINOLE ELEMENTARY SCHOOL",716,44,"0,06145251396"
52,PINELLAS,3921,"SEMINOLE HIGH SCHOOL",2367,488,"0,20616814533"
52,PINELLAS,3931,"SEMINOLE MIDDLE SCHOOL",1307,134,"0,1025248661"
52,PINELLAS,3961,"SEVENTY-FOURTH ST. ELEMENTARY",710,92,"0,12957746478"
52,PINELLAS,4021,"SHORE ACRES ELEMENTARY SCHOOL",789,54,"0,06844106463"
52,PINELLAS,4061,"JOHN HOPKINS MIDDLE SCHOOL",1029,205,"0,19922254616"
52,PINELLAS,4121,"SKYCREST ELEMENTARY SCHOOL",783,25,"0,0319284802"
52,PINELLAS,4171,"SKYVIEW ELEMENTARY SCHOOL",778,45,"0,05784061696"
52,PINELLAS,4331,"STARKEY ELEMENTARY SCHOOL",692,35,"0,05057803468"
52,PINELLAS,4351,"MARJORIE KINNAN RAWLINGS ELEM",718,44,"0,06128133704"
52,PINELLAS,4381,"SUNSET HILLS ELEMENTARY SCHOOL",605,33,"0,05454545454"
52,PINELLAS,4491,"TARPON SPRINGS ELEMENTARY SCHOOL",804,46,"0,05721393034"
52,PINELLAS,4521,"TARPON SPRINGS HIGH SCHOOL",1558,291,"0,18677792041"
52,PINELLAS,4581,"TARPON SPRINGS MIDDLE SCHOOL",1039,98,"0,09432146294"
52,PINELLAS,4591,"NEW HEIGHTS ELEMENTARY SCHOOL",998,95,"0,09519038076"
52,PINELLAS,4611,"TYRONE MIDDLE SCHOOL",966,155,"0,16045548654"
52,PINELLAS,4631,"THURGOOD MARSHALL FUNDAMENTAL",968,35,"0,03615702479"
52,PINELLAS,4661,"TARPON SPRINGS FUNDAMENTAL ELE",274,7,"0,02554744525"
52,PINELLAS,4681,"PALM HARBOR UNIVERSITY HIGH",2654,362,"0,13639788997"
52,PINELLAS,4701,"WALSINGHAM ELEMENTARY SCHOOL",640,71,"0,1109375"
52,PINELLAS,4771,"WESTGATE ELEMENTARY SCHOOL",682,40,"0,05865102639"
52,PINELLAS,4931,"WOODLAWN ELEMENTARY SCHOOL",490,42,"0,08571428571"
52,PINELLAS,6181,"EAST LAKE HIGH SCHOOL",2254,303,"0,13442768411"
52,PINELLAS,6251,"SOUTHERN OAK ELEMENTARY SCHOOL",805,51,"0,06335403726"
52,PINELLAS,6261,"CYPRESS WOODS ELEMENTARY SCHOOL",832,25,"0,03004807692"
52,PINELLAS,6271,"SUTHERLAND ELEMENTARY SCHOOL",711,36,"0,05063291139"
52,PINELLAS,6281,"LAKE ST. GEORGE ELEMENTARY SCHOOL",658,36,"0,0547112462"
52,PINELLAS,6311,"GULF BEACHES ELEMENTARY MAGNET SCHOOL",329,8,"0,02431610942"
52,PINELLAS,6361,"KINGS HIGHWAY ELEMENTARY MAGNET SCHOOL",350,24,"0,06857142857"
52,PINELLAS,6371,"PINELLAS GULF COAST ACADEMY",723,493,"0,68188105117"
52,PINELLAS,6391,"EAST LAKE MIDDLE SCHOOL ACADEMY OF ENGINEERING",397,23,"0,05793450881"
52,PINELLAS,7001,"PINELLAS VIRTUAL INSTRUCTION PROGRAM",*,*,*
52,PINELLAS,7006,"PINELLAS VIRTUAL INSTRUCTION (COURSE OFFERINGS)",*,*,*
52,PINELLAS,7021,"EXTENDED TRANSITION COUNTYWIDE",244,91,"0,37295081967"
52,PINELLAS,7023,"PINELLAS VIRTUAL K-12",323,34,"0,10526315789"
52,PINELLAS,7051,"PINELLAS TELESCHOOL",142,1,"0,00704225352"
52,PINELLAS,7071,"DROPOUT PREVENTION SCHOOL",737,125,"0,16960651289"
52,PINELLAS,7073,"EYES-E-NINI-HASSEE CAMP",59,0,0
52,PINELLAS,7081,HOSPITAL/HOMEBOUND,413,25,"0,06053268765"
52,PINELLAS,7131,"ACADEMIE DA VINCI CHARTER SCHOOL",275,12,"0,04363636363"
52,PINELLAS,7151,"ATHENIAN ACADEMY",331,32,"0,09667673716"
52,PINELLAS,7171,"PINELLAS PREPARATORY ACADEMY",466,9,"0,01931330472"
52,PINELLAS,7181,"PLATO ACADEMY CLEARWATER",382,10,"0,02617801047"
52,PINELLAS,7191,"ST. PETERSBURG COLLEGIATE HIGH SCHOOL",242,0,0
52,PINELLAS,7201,"ALFRED ADLER ELEMENTARY SCHOOL",100,8,"0,08"
52,PINELLAS,7271,"PINELLAS PRIMARY ACADEMY",339,8,"0,02359882005"
52,PINELLAS,7281,"PLATO ACADEMY PALM HARBOR CHARTER SCHOOL",376,5,"0,01329787234"
52,PINELLAS,7291,"PINELLAS ACADEMY OF MATH AND SCIENCE",546,24,"0,04395604395"
52,PINELLAS,7301,"WINDSOR PREPARATORY ACADEMY",599,38,"0,0634390651"
52,PINELLAS,7311,"UNIVERSITY PREPARATORY ACADEMY CHARTER SCHOOL",512,69,"0,134765625"
52,PINELLAS,7331,"DISCOVERY ACADEMY OF SCIENCE CHARTER SCHOOL",141,9,"0,06382978723"
52,PINELLAS,7341,"FLORIDA VIRTUAL ACADEMY AT PINELLAS CHARTER SCHOOL",170,30,"0,17647058823"
52,PINELLAS,7351,"EAST WINDSOR MIDDLE ACADEMY",101,10,"0,09900990099"
52,PINELLAS,7361,"NEWPOINT PINELLAS ACADEMY",109,20,"0,18348623853"
52,PINELLAS,7371,"NEWPOINT CHARTER SCHOOL",118,35,"0,29661016949"
52,PINELLAS,7381,"PLATO ACADEMY LARGO CHARTER SCHOOL",380,15,"0,03947368421"
52,PINELLAS,7481,"PLATO SEMINOLE",399,10,"0,02506265664"
52,PINELLAS,7491,"PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES (MYCROSCHOOL PINELLAS)",424,320,"0,75471698113"
52,PINELLAS,7581,"PLATO ACADEMY CHARTER SCHOOL TARPON SPRINGS",315,4,"0,01269841269"
52,PINELLAS,7681,"PLATO ACADEMY OF ST.PETERSBURG",242,11,"0,04545454545"
52,PINELLAS,7731,"ENTERPRISE CHARTER HIGH SCHOOL",626,328,"0,52396166134"
52,PINELLAS,8012,"CHARLES BRITT ACADEMY",65,0,0
52,PINELLAS,8015,"EWES-ECKERD YOUTH CHALLENGE",139,0,0
52,PINELLAS,8028,"PACE CENTER FOR GIRLS",86,39,"0,45348837209"
52,PINELLAS,8031,"PINELLAS JUVENILE DET CENTER",927,0,0
52,PINELLAS,8033,"AMI KIDS PINELLAS",61,26,"0,42622950819"
52,PINELLAS,8034,"AMI KIDS CENTER FOR PERSONAL GROWTH",56,8,"0,14285714285"
52,PINELLAS,8060,"PINELLAS COUNTY JAIL",57,1,"0,01754385964"
53,POLK,31,"LAKELAND SENIOR HIGH SCHOOL",2315,110,"0,0475161987"
53,POLK,43,"LAWTON CHILES MIDDLE ACADEMY",666,7,"0,01051051051"
53,POLK,51,"SOUTHWEST MIDDLE SCHOOL",1023,53,"0,05180840664"
53,POLK,61,"CARLTON PALMORE ELEMENTARY SCHOOL",631,46,"0,07290015847"
53,POLK,81,"CLEVELAND COURT ELEMENTARY SCHOOL",461,31,"0,0672451193"
53,POLK,91,"COMBEE ELEMENTARY SCHOOL",955,113,"0,11832460732"
53,POLK,92,"DORIS A. SANDERS LEARNING CENTER",107,8,"0,07476635514"
53,POLK,101,"CRYSTAL LAKE ELEMENTARY SCHOOL",758,86,"0,11345646437"
53,POLK,131,"DIXIELAND ELEMENTARY SCHOOL",582,47,"0,08075601374"
53,POLK,151,"PHILIP O'BRIEN ELEMENTARY SCHOOL",679,52,"0,0765832106"
53,POLK,181,"MEDULLA ELEMENTARY SCHOOL",757,66,"0,08718626155"
53,POLK,191,"R. BRUCE WAGNER ELEMENTARY SCHOOL",959,62,"0,06465067778"
53,POLK,201,"NORTH LAKELAND ELEMENTARY SCHOOL OF CHOICE",945,75,"0,07936507936"
53,POLK,231,"SOUTHWEST ELEMENTARY SCHOOL",570,54,"0,0947368421"
53,POLK,251,"LINCOLN AVENUE ACADEMY",612,3,"0,00490196078"
53,POLK,261,"ROCHELLE SCHOOL OF THE ARTS",837,32,"0,03823178016"
53,POLK,311,"DANIEL JENKINS ACADEMY OF TECHNOLOGY MIDDLE SCHOOL",503,10,"0,0198807157"
53,POLK,321,"SHELLEY S. BOONE MIDDLE SCHOOL",1158,63,"0,05440414507"
53,POLK,331,"ALTA VISTA ELEMENTARY SCHOOL",1106,85,"0,07685352622"
53,POLK,341,"SANDHILL ELEMENTARY SCHOOL",1017,71,"0,069813176"
53,POLK,361,"EASTSIDE ELEMENTARY SCHOOL",1184,89,"0,07516891891"
53,POLK,391,"BETHUNE ACADEMY",467,17,"0,03640256959"
53,POLK,401,"DAVENPORT SCHOOL OF THE ARTS",1107,26,"0,02348690153"
53,POLK,421,"DON E WOODS OPPORTUNITY CENTER",400,2,"0,005"
53,POLK,441,"RIDGEVIEW GLOBAL STUDIES ACADEMY",895,41,"0,04581005586"
53,POLK,481,"WINTER HAVEN SENIOR HIGH SCHOOL",2200,185,"0,08409090909"
53,POLK,491,"DENISON MIDDLE SCHOOL",1015,73,"0,07192118226"
53,POLK,531,"FRANK E. BRIGHAM ACADEMY",535,5,"0,00934579439"
53,POLK,571,"WESTWOOD MIDDLE SCHOOL",1003,127,"0,12662013958"
53,POLK,591,"ELBERT ELEMENTARY SCHOOL",785,54,"0,06878980891"
53,POLK,601,"FRED G. GARNER ELEMENTARY SCHOOL",892,90,"0,10089686098"
53,POLK,611,"INWOOD ELEMENTARY SCHOOL",484,50,"0,10330578512"
53,POLK,621,"LAKE SHIPP ELEMENTARY SCHOOL",671,56,"0,08345752608"
53,POLK,631,"JOHN SNIVELY ELEMENTARY",556,42,"0,07553956834"
53,POLK,651,"LAKE ALFRED ELEMENTARY SCHOOL",650,49,"0,07538461538"
53,POLK,661,"KAREN M. SIEGEL ACADEMY",190,31,"0,16315789473"
53,POLK,681,"WAHNETA ELEMENTARY SCHOOL",590,53,"0,08983050847"
53,POLK,711,"JEWETT MIDDLE ACADEMY MAGNET",614,13,"0,02117263843"
53,POLK,712,"JEWETT SCHOOL OF THE ARTS",760,22,"0,02894736842"
53,POLK,791,"FORT MEADE MIDDLE/SENIOR HIGH SCHOOL",826,50,"0,06053268765"
53,POLK,802,"LEWIS ANNA WOODBURY ELEMENTARY SCHOOL",767,24,"0,03129074315"
53,POLK,811,"AUBURNDALE SENIOR HIGH SCHOOL",1798,117,"0,06507230255"
53,POLK,821,"JERE L. STAMBAUGH MIDDLE",1004,135,"0,13446215139"
53,POLK,841,"LENA VISTA ELEMENTARY SCHOOL",1128,114,"0,10106382978"
53,POLK,851,"AUBURNDALE CENTRAL ELEMENTARY SCHOOL",546,59,"0,10805860805"
53,POLK,861,"WALTER CALDWELL ELEMENTARY SCHOOL",786,79,"0,10050890585"
53,POLK,881,"POLK CITY ELEMENTARY SCHOOL",550,37,"0,06727272727"
53,POLK,901,"BARTOW SENIOR HIGH SCHOOL",2304,186,"0,08072916666"
53,POLK,916,"DAVENPORT COMMUNITY CAMPUS",1479,0,0
53,POLK,931,"BARTOW MIDDLE SCHOOL",996,109,"0,109437751"
53,POLK,932,"COMPASS MIDDLE CHARTER SCHOOL",196,34,"0,17346938775"
53,POLK,933,"CHAIN OF LAKES ELEMENTARY SCHOOL",1222,78,"0,06382978723"
53,POLK,937,"RIDGE COMMUNITY HIGH SCHOOL",2713,243,"0,08956874308"
53,POLK,941,"BARTOW ELEMENTARY ACADEMY",470,9,"0,01914893617"
53,POLK,961,"FLORAL AVENUE ELEMENTARY SCHOOL",643,55,"0,08553654743"
53,POLK,962,"JEAN O'DELL LEARNING CENTER",96,34,"0,35416666666"
53,POLK,971,"UNION ACADEMY",391,15,"0,03836317135"
53,POLK,981,"GIBBONS STREET ELEMENTARY SCHOOL",422,16,"0,03791469194"
53,POLK,1041,"ALTURAS ELEMENTARY SCHOOL",402,30,"0,07462686567"
53,POLK,1051,"TENOROC HIGH SCHOOL",1394,140,"0,10043041606"
53,POLK,1061,"HIGHLAND CITY ELEMENTARY SCHOOL",502,20,"0,03984063745"
53,POLK,1131,"MULBERRY SENIOR HIGH SCHOOL",1205,130,"0,10788381742"
53,POLK,1141,"PURCELL ELEMENTARY SCHOOL",632,53,"0,08386075949"
53,POLK,1151,"KINGSFORD ELEMENTARY SCHOOL",768,29,"0,03776041666"
53,POLK,1161,"MULBERRY MIDDLE SCHOOL",1192,97,"0,08137583892"
53,POLK,1181,"KATHLEEN SENIOR HIGH SCHOOL",2401,150,"0,06247396917"
53,POLK,1191,"KATHLEEN MIDDLE SCHOOL",901,95,"0,10543840177"
53,POLK,1221,"KATHLEEN ELEMENTARY SCHOOL",698,78,"0,111747851"
53,POLK,1231,"GRIFFIN ELEMENTARY SCHOOL",591,39,"0,06598984771"
53,POLK,1241,"JESSE KEEN ELEMENTARY SCHOOL",805,129,"0,1602484472"
53,POLK,1251,"WINSTON ACADEMY OF ENGINEERING",460,17,"0,03695652173"
53,POLK,1271,"SLEEPY HILL ELEMENTARY SCHOOL",805,76,"0,09440993788"
53,POLK,1281,"HIGHLANDS GROVE ELEMENTARY SCHOOL",831,48,"0,05776173285"
53,POLK,1291,"FROSTPROOF ELEMENTARY SCHOOL",510,61,"0,11960784313"
53,POLK,1341,"MCLAUGHLIN MIDDLE SCHOOL AND FINE ARTS ACADEMY",987,66,"0,06686930091"
53,POLK,1351,"POLK AVENUE ELEMENTARY SCHOOL",580,45,"0,07758620689"
53,POLK,1361,"HILLCREST ELEMENTARY SCHOOL",704,42,"0,0596590909"
53,POLK,1362,"HORIZONS ELEMENTARY SCHOOL",1283,109,"0,08495713172"
53,POLK,1371,"SPOOK HILL ELEMENTARY SCHOOL",762,83,"0,10892388451"
53,POLK,1381,"ROOSEVELT ACADEMY",305,51,"0,16721311475"
53,POLK,1401,"JANIE HOWARD WILSON SCHOOL",584,63,"0,10787671232"
53,POLK,1421,"DALE R FAIR BABSON PARK ELEMENTARY",497,27,"0,05432595573"
53,POLK,1451,"EDGAR L. PADGETT ELEMENTARY",642,101,"0,15732087227"
53,POLK,1491,"GAUSE ACADEMY OF LEADERSHIP",297,102,"0,34343434343"
53,POLK,1501,"CRYSTAL LAKE MIDDLE SCHOOL",1152,135,"0,1171875"
53,POLK,1521,"OSCAR J. POPE ELEMENTARY SCHOOL",639,75,"0,11737089201"
53,POLK,1591,"MAYNARD A. TRAVISS CAREER CENTER",346,67,"0,19364161849"
53,POLK,1601,"BOK ACADEMY",605,13,"0,0214876033"
53,POLK,1611,"LAUREL ELEMENTARY SCHOOL",1054,174,"0,16508538899"
53,POLK,1662,"LAKE ALFRED-ADDAIR MIDDLE SCHOOL",1116,0,0
53,POLK,1671,"MCKEEL ACADEMY OF TECHNOLOGY",1219,20,"0,01640689089"
53,POLK,1681,"SCOTT LAKE ELEMENTARY SCHOOL",878,42,"0,04783599088"
53,POLK,1682,"MCKEEL ELEMENTARY ACADEMY",584,9,"0,0154109589"
53,POLK,1691,"RIDGE CAREER CENTER",154,0,0
53,POLK,1692,"SOUTH MCKEEL ACADEMY",1196,9,"0,00752508361"
53,POLK,1701,"EAGLE LAKE ELEMENTARY SCHOOL",558,43,"0,07706093189"
53,POLK,1702,"PALMETTO ELEMENTARY SCHOOL",965,102,"0,10569948186"
53,POLK,1711,"GARDEN GROVE ELEMENTARY SCHOOL",679,45,"0,06627393225"
53,POLK,1721,"LAKE WALES SENIOR HIGH SCHOOL",1562,58,"0,0371318822"
53,POLK,1731,"PINEWOOD ELEMENTARY SCHOOL",780,33,"0,0423076923"
