"Students Absent 21 or More Days by School
2013-14, Final Survey 5 - Revised 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
52,PINELLAS,4351,"MARJORIE KINNAN RAWLINGS ELEM",735,49,"0,06666666666"
52,PINELLAS,4381,"SUNSET HILLS ELEMENTARY SCHOOL",592,29,"0,04898648648"
52,PINELLAS,4491,"TARPON SPRINGS ELEMENTARY SCHOOL",775,70,"0,09032258064"
52,PINELLAS,4521,"TARPON SPRINGS HIGH SCHOOL",1539,242,"0,15724496426"
52,PINELLAS,4581,"TARPON SPRINGS MIDDLE SCHOOL",1158,98,"0,08462867012"
52,PINELLAS,4591,"NEW HEIGHTS ELEMENTARY SCHOOL",953,83,"0,08709338929"
52,PINELLAS,4611,"TYRONE MIDDLE SCHOOL",1007,145,"0,14399205561"
52,PINELLAS,4631,"THURGOOD MARSHALL FUNDAMENTAL",978,29,"0,02965235173"
52,PINELLAS,4661,"TARPON SPRINGS FUNDAMENTAL ELE",271,10,"0,036900369"
52,PINELLAS,4681,"PALM HARBOR UNIVERSITY HIGH",2615,330,"0,12619502868"
52,PINELLAS,4701,"WALSINGHAM ELEMENTARY SCHOOL",674,52,"0,07715133531"
52,PINELLAS,4771,"WESTGATE ELEMENTARY SCHOOL",680,41,"0,06029411764"
52,PINELLAS,4931,"WOODLAWN ELEMENTARY SCHOOL",607,67,"0,11037891268"
52,PINELLAS,6181,"EAST LAKE HIGH SCHOOL",2291,343,"0,14971628109"
52,PINELLAS,6251,"SOUTHERN OAK ELEMENTARY SCHOOL",832,54,"0,06490384615"
52,PINELLAS,6261,"CYPRESS WOODS ELEMENTARY SCHOOL",807,42,"0,05204460966"
52,PINELLAS,6271,"SUTHERLAND ELEMENTARY SCHOOL",630,29,"0,04603174603"
52,PINELLAS,6281,"LAKE ST. GEORGE ELEMENTARY SCHOOL",630,47,"0,0746031746"
52,PINELLAS,7001,"PINELLAS VIRTUAL INSTRUCTION PROGRAM",101,0,0
52,PINELLAS,7021,"EXTENDED TRANSITION, NORTH COUNTY",231,109,"0,47186147186"
52,PINELLAS,7023,"PINELLAS VIRTUAL K-12",292,43,"0,14726027397"
52,PINELLAS,7051,"PINELLAS TELESCHOOL",87,5,"0,05747126436"
52,PINELLAS,7071,"DROPOUT PREVENTION SCHOOL",568,75,"0,13204225352"
52,PINELLAS,7073,"EYES-E-NINI-HASSEE CAMP",49,0,0
52,PINELLAS,7081,HOSPITAL/HOMEBOUND,359,59,"0,16434540389"
52,PINELLAS,7131,"ACADEMIE DA VINCI CHARTER SCHOOL",266,11,"0,04135338345"
52,PINELLAS,7151,"ATHENIAN ACADEMY",304,29,"0,09539473684"
52,PINELLAS,7171,"PINELLAS PREPARATORY ACADEMY",448,8,"0,01785714285"
52,PINELLAS,7181,"PLATO ACADEMY CHARTER SCHOOL",374,10,"0,02673796791"
52,PINELLAS,7191,"ST. PETERSBURG COLLEGIATE HIGH SCHOOL",239,0,0
52,PINELLAS,7201,"ALFRED ADLER ELEMENTARY SCHOOL",90,0,0
52,PINELLAS,7221,"IMAGINE MIDDLE SCHOOL",59,12,"0,2033898305"
52,PINELLAS,7241,"GULF COAST ACADEMY",501,381,"0,76047904191"
52,PINELLAS,7271,"PINELLAS PRIMARY ACADEMY",329,7,"0,02127659574"
52,PINELLAS,7281,"PLATO ACADEMY PALM HARBOR CHARTER SCHOOL",376,3,"0,0079787234"
52,PINELLAS,7291,"PINELLAS ACADEMY OF MATH AND SCIENCE",542,17,"0,03136531365"
52,PINELLAS,7301,"WINDSOR CHARTER SCHOOL",413,17,"0,0411622276"
52,PINELLAS,7311,"UNIVERSITY PREPARATORY ACADEMY CHARTER SCHOOL",554,4,"0,0072202166"
52,PINELLAS,7331,"DISCOVERY ACADEMY OF SCIENCE CHARTER SCHOOL",103,7,"0,06796116504"
52,PINELLAS,7361,"NEWPOINT PINELLAS ACADEMY",81,10,"0,12345679012"
52,PINELLAS,7371,"NEWPOINT CHARTER SCHOOL",134,32,"0,23880597014"
52,PINELLAS,7381,"PLATO ACADEMY LARGO CHARTER SCHOOL",373,4,"0,01072386058"
52,PINELLAS,7481,"PLATO SEMINOLE",329,6,"0,01823708206"
52,PINELLAS,7491,"PINELLAS MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES (MYCROSCHOOL PINELLAS)",388,275,"0,70876288659"
52,PINELLAS,7581,"PLATO ACADEMY CHARTER SCHOOL TARPON SPRINGS",261,1,"0,00383141762"
52,PINELLAS,7681,"PLATO ACADEMY OF ST.PETERSBURG",173,3,"0,01734104046"
52,PINELLAS,7731,"ENTERPRISE CHARTER HIGH SCHOOL",599,503,"0,83973288814"
52,PINELLAS,8011,"DANIEL ACADEMY",38,18,"0,47368421052"
52,PINELLAS,8012,"BRITT HALFWAY HOUSE",52,0,0
52,PINELLAS,8015,"EWES-ECKERD YOUTH CHALLENGE",127,0,0
52,PINELLAS,8028,"PACE CENTER FOR GIRLS",109,32,"0,29357798165"
52,PINELLAS,8031,"PINELLAS JUVENILE DET CENTER",847,0,0
52,PINELLAS,8033,"AMI KIDS PINELLAS",56,41,"0,73214285714"
52,PINELLAS,8060,"PINELLAS COUNTY JAIL",57,0,0
53,POLK,31,"LAKELAND SENIOR HIGH SCHOOL",2231,111,"0,04975347377"
53,POLK,43,"LAWTON CHILES MIDDLE ACADEMY",661,6,"0,00907715582"
53,POLK,51,"SOUTHWEST MIDDLE SCHOOL",1054,63,"0,05977229601"
53,POLK,61,"CARLTON PALMORE ELEMENTARY SCHOOL",614,43,"0,07003257328"
53,POLK,81,"CLEVELAND COURT ELEMENTARY SCHOOL",443,24,"0,05417607223"
53,POLK,91,"COMBEE ELEMENTARY SCHOOL",942,156,"0,16560509554"
53,POLK,92,"DORIS A. SANDERS LEARNING CENTER",111,45,"0,4054054054"
53,POLK,101,"CRYSTAL LAKE ELEMENTARY SCHOOL",696,85,"0,12212643678"
53,POLK,131,"DIXIELAND ELEMENTARY SCHOOL",739,42,"0,05683355886"
53,POLK,151,"PHILIP O'BRIEN ELEMENTARY SCHOOL",820,64,"0,07804878048"
53,POLK,181,"MEDULLA ELEMENTARY SCHOOL",679,43,"0,06332842415"
53,POLK,191,"R. BRUCE WAGNER ELEMENTARY SCHOOL",1287,75,"0,05827505827"
53,POLK,201,"NORTH LAKELAND ELEMENTARY SCHOOL OF CHOICE",837,48,"0,05734767025"
53,POLK,231,"SOUTHWEST ELEMENTARY SCHOOL",486,38,"0,07818930041"
53,POLK,251,"LINCOLN AVENUE ACADEMY",577,5,"0,00866551126"
53,POLK,261,"ROCHELLE SCHOOL OF THE ARTS",834,21,"0,02517985611"
53,POLK,311,"DANIEL JENKINS ACADEMY OF TECHNOLOGY MIDDLE SCHOOL",516,10,"0,01937984496"
53,POLK,321,"SHELLEY S. BOONE MIDDLE SCHOOL",1022,61,"0,05968688845"
53,POLK,331,"ALTA VISTA ELEMENTARY SCHOOL",1008,50,"0,0496031746"
53,POLK,341,"SANDHILL ELEMENTARY SCHOOL",929,54,"0,05812701829"
53,POLK,361,"EASTSIDE ELEMENTARY SCHOOL",1292,102,"0,07894736842"
53,POLK,391,"BETHUNE ACADEMY",469,10,"0,02132196162"
53,POLK,401,"DAVENPORT SCHOOL OF THE ARTS",980,26,"0,02653061224"
53,POLK,421,"DON E WOODS OPPORTUNITY CENTER",451,86,"0,19068736141"
53,POLK,441,"RIDGEVIEW GLOBAL STUDIES ACADEMY",875,49,"0,056"
53,POLK,481,"WINTER HAVEN SENIOR HIGH SCHOOL",2108,176,"0,0834914611"
53,POLK,491,"DENISON MIDDLE SCHOOL",1025,55,"0,05365853658"
53,POLK,531,"FRANK E. BRIGHAM ACADEMY",531,5,"0,00941619585"
53,POLK,571,"WESTWOOD MIDDLE SCHOOL",1075,108,"0,10046511627"
53,POLK,591,"ELBERT ELEMENTARY SCHOOL",680,39,"0,05735294117"
53,POLK,601,"FRED G. GARNER ELEMENTARY SCHOOL",887,101,"0,1138669673"
53,POLK,611,"INWOOD ELEMENTARY SCHOOL",479,48,"0,10020876826"
53,POLK,621,"LAKE SHIPP ELEMENTARY SCHOOL",662,41,"0,06193353474"
53,POLK,631,"JOHN SNIVELY ELEMENTARY",565,35,"0,06194690265"
53,POLK,651,"LAKE ALFRED ELEMENTARY SCHOOL",942,37,"0,03927813163"
53,POLK,661,"KAREN M. SIEGEL ACADEMY",204,62,"0,30392156862"
53,POLK,681,"WAHNETA ELEMENTARY SCHOOL",598,43,"0,07190635451"
53,POLK,711,"JEWETT MIDDLE ACADEMY MAGNET",623,15,"0,02407704654"
53,POLK,712,"JEWETT SCHOOL OF THE ARTS",749,15,"0,02002670226"
53,POLK,791,"FORT MEADE MIDDLE/SENIOR HIGH SCHOOL",789,57,"0,072243346"
53,POLK,802,"LEWIS ANNA WOODBURY ELEMENTARY SCHOOL",748,30,"0,04010695187"
53,POLK,811,"AUBURNDALE SENIOR HIGH SCHOOL",1840,101,"0,05489130434"
53,POLK,821,"JERE L. STAMBAUGH MIDDLE",1007,176,"0,17477656405"
53,POLK,841,"LENA VISTA ELEMENTARY SCHOOL",1094,95,"0,08683729433"
53,POLK,851,"AUBURNDALE CENTRAL ELEMENTARY SCHOOL",511,49,"0,09589041095"
53,POLK,861,"WALTER CALDWELL ELEMENTARY SCHOOL",886,76,"0,08577878103"
53,POLK,881,"POLK CITY ELEMENTARY SCHOOL",550,26,"0,04727272727"
53,POLK,901,"BARTOW SENIOR HIGH SCHOOL",2211,138,"0,06241519674"
53,POLK,931,"BARTOW MIDDLE SCHOOL",991,76,"0,0766902119"
53,POLK,932,"COMPASS MIDDLE CHARTER SCHOOL",202,39,"0,19306930693"
53,POLK,933,"CHAIN OF LAKES ELEMENTARY SCHOOL",1286,63,"0,04898911353"
53,POLK,937,"RIDGE COMMUNITY HIGH SCHOOL",2603,284,"0,10910487898"
53,POLK,941,"BARTOW ELEMENTARY ACADEMY",472,4,"0,00847457627"
53,POLK,961,"FLORAL AVENUE ELEMENTARY SCHOOL",648,60,"0,09259259259"
53,POLK,962,"JEAN O'DELL LEARNING CENTER",84,27,"0,32142857142"
53,POLK,971,"UNION ACADEMY",397,6,"0,01511335012"
53,POLK,981,"GIBBONS STREET ELEMENTARY SCHOOL",389,47,"0,1208226221"
53,POLK,1041,"ALTURAS ELEMENTARY SCHOOL",397,21,"0,05289672544"
53,POLK,1051,"TENOROC HIGH SCHOOL",1333,196,"0,14703675918"
53,POLK,1061,"HIGHLAND CITY ELEMENTARY SCHOOL",496,13,"0,02620967741"
53,POLK,1131,"MULBERRY SENIOR HIGH SCHOOL",1146,95,"0,08289703315"
53,POLK,1141,"PURCELL ELEMENTARY SCHOOL",577,55,"0,09532062391"
53,POLK,1151,"KINGSFORD ELEMENTARY SCHOOL",765,34,"0,04444444444"
53,POLK,1161,"MULBERRY MIDDLE SCHOOL",1130,50,"0,04424778761"
53,POLK,1181,"KATHLEEN SENIOR HIGH SCHOOL",2417,177,"0,07323127844"
53,POLK,1191,"KATHLEEN MIDDLE SCHOOL",959,71,"0,07403545359"
53,POLK,1221,"KATHLEEN ELEMENTARY SCHOOL",635,59,"0,09291338582"
53,POLK,1231,"GRIFFIN ELEMENTARY SCHOOL",595,46,"0,07731092436"
53,POLK,1241,"JESSE KEEN ELEMENTARY SCHOOL",798,56,"0,07017543859"
53,POLK,1251,"WINSTON ELEMENTARY SCHOOL",656,64,"0,0975609756"
53,POLK,1271,"SLEEPY HILL ELEMENTARY SCHOOL",960,58,"0,06041666666"
53,POLK,1281,"HIGHLANDS GROVE ELEMENTARY SCHOOL",791,24,"0,03034134007"
53,POLK,1291,"FROSTPROOF ELEMENTARY SCHOOL",483,44,"0,09109730848"
53,POLK,1341,"MCLAUGHLIN MIDDLE SCHOOL AND FINE ARTS ACADEMY",910,50,"0,05494505494"
53,POLK,1351,"POLK AVENUE ELEMENTARY SCHOOL",580,38,"0,06551724137"
53,POLK,1361,"HILLCREST ELEMENTARY SCHOOL",720,37,"0,05138888888"
53,POLK,1362,"HORIZONS ELEMENTARY SCHOOL",1194,93,"0,07788944723"
53,POLK,1371,"SPOOK HILL ELEMENTARY SCHOOL",758,59,"0,0778364116"
53,POLK,1381,"ROOSEVELT ACADEMY",313,58,"0,18530351437"
53,POLK,1401,"JANIE HOWARD WILSON SCHOOL",565,33,"0,05840707964"
53,POLK,1421,"DALE R FAIR BABSON PARK ELEMENTARY",509,32,"0,06286836935"
53,POLK,1451,"EDGAR L. PADGETT ELEMENTARY",609,57,"0,09359605911"
53,POLK,1491,"GAUSE ACADEMY OF LEADERSHIP",362,93,"0,25690607734"
53,POLK,1501,"CRYSTAL LAKE MIDDLE SCHOOL",1271,126,"0,09913453973"
53,POLK,1521,"OSCAR J. POPE ELEMENTARY SCHOOL",626,72,"0,11501597444"
53,POLK,1591,"MAYNARD A. TRAVISS CAREER CENTER",396,98,"0,24747474747"
53,POLK,1601,"BOK ACADEMY",585,16,"0,02735042735"
53,POLK,1611,"LAUREL ELEMENTARY SCHOOL",1020,74,"0,0725490196"
53,POLK,1662,"LAKE ALFRED-ADDAIR MIDDLE SCHOOL",1045,94,"0,08995215311"
53,POLK,1671,"MCKEEL ACADEMY OF TECHNOLOGY",1202,17,"0,01414309484"
53,POLK,1681,"SCOTT LAKE ELEMENTARY SCHOOL",996,56,"0,05622489959"
53,POLK,1682,"MCKEEL ELEMENTARY ACADEMY",448,0,0
53,POLK,1691,"RIDGE CAREER CENTER",199,33,"0,16582914572"
53,POLK,1692,"SOUTH MCKEEL ACADEMY",1188,8,"0,00673400673"
53,POLK,1701,"EAGLE LAKE ELEMENTARY SCHOOL",781,56,"0,07170294494"
53,POLK,1702,"PALMETTO ELEMENTARY SCHOOL",932,100,"0,10729613733"
53,POLK,1711,"GARDEN GROVE ELEMENTARY SCHOOL",666,42,"0,06306306306"
53,POLK,1721,"LAKE WALES SENIOR HIGH SCHOOL",1491,84,"0,05633802816"
53,POLK,1731,"PINEWOOD ELEMENTARY SCHOOL",1129,40,"0,0354295837"
53,POLK,1751,"JAMES E. STEPHENS ELEMENTARY SCHOOL",474,24,"0,05063291139"
53,POLK,1761,"LAKE GIBSON MIDDLE SCHOOL",1298,78,"0,06009244992"
53,POLK,1762,"LAKE GIBSON SENIOR HIGH SCHOOL",1984,126,"0,06350806451"
53,POLK,1771,"LAKELAND HIGHLANDS MIDDLE SCHOOL",1352,49,"0,03624260355"
53,POLK,1781,"DUNDEE ELEMENTARY SCHOOL",544,50,"0,0919117647"
53,POLK,1791,"HAINES CITY SENIOR HIGH SCHOOL",2728,215,"0,07881231671"
53,POLK,1801,"FROSTPROOF MIDDLE/SENIOR HIGH",1148,81,"0,07055749128"
53,POLK,1811,"CLARENCE BOSWELL ELEMENTARY SCHOOL",498,48,"0,09638554216"
53,POLK,1821,"JAMES W. SIKES ELEMENTARY SCHOOL",1039,71,"0,06833493743"
53,POLK,1831,"LAKE MARION CREEK ELEMENTARY SCHOOL",1150,93,"0,08086956521"
53,POLK,1841,"R. CLEM CHURCHWELL ELEMENTARY SCHOOL",711,22,"0,03094233473"
53,POLK,1851,"DR. NE ROBERTS ELEMENTARY SCHOOL",786,74,"0,09414758269"
53,POLK,1861,"ROSABELLE W. BLAKE ACADEMY",759,20,"0,02635046113"
53,POLK,1881,"WENDELL WATSON ELEMENTARY SCHOOL",854,54,"0,06323185011"
53,POLK,1891,"VALLEYVIEW ELEMENTARY SCHOOL",885,35,"0,03954802259"
53,POLK,1901,"SOCRUM ELEMENTARY SCHOOL",713,56,"0,07854137447"
53,POLK,1908,"SPESSARD L HOLLAND ELEMENTARY",1051,26,"0,02473834443"
53,POLK,1921,"BEN HILL GRIFFIN JR ELEMENTARY SCHOOL",411,25,"0,0608272506"
53,POLK,1931,"GEORGE W. JENKINS SENIOR HIGH",2423,213,"0,08790755262"
53,POLK,1941,"LOUGHMAN OAKS ELEMENTARY SCHOOL",1566,125,"0,07982120051"
53,POLK,1951,"BERKLEY ELEMENTARY SCHOOL",810,15,"0,01851851851"
53,POLK,1961,"DISCOVERY ACADEMY OF LAKE ALFRED",1079,26,"0,02409638554"
53,POLK,1971,"SLEEPY HILL MIDDLE SCHOOL",1087,45,"0,04139834406"
53,POLK,1981,"DUNDEE RIDGE MIDDLE SCHOOL",1190,40,"0,03361344537"
53,POLK,1991,"LAKE REGION HIGH SCHOOL",2093,206,"0,09842331581"
53,POLK,2001,"BILL DUNCAN OPPORTUNITY CENTER",480,124,"0,25833333333"
53,POLK,7001,"POLK VIRTUAL INSTRUCTION PROGRAM",107,0,0
53,POLK,7023,"POLK FULL TIME ESCHOOL",102,0,0
53,POLK,8002,"POLK PRE-COLLEGIATE ACADEMY",81,0,0
53,POLK,8003,"POLK STATE LAKELAND GATEWAY TO COLLEGE CHARTER HIGH SCHOOL",107,0,0
53,POLK,8004,"NEW BEGINNINGS HIGH SCHOOL",581,213,"0,36660929432"
53,POLK,8005,"MAGNOLIA MONTESSORI ACADEMY",73,0,0
53,POLK,8006,"OUR CHILDRENS MIDDLE ACADEMY",76,2,"0,02631578947"
53,POLK,8031,"ACHIEVEMENT ACADEMY",170,75,"0,44117647058"
53,POLK,8121,"HARTRIDGE ACADEMY",251,12,"0,04780876494"
53,POLK,8131,"POLK STATE COLLEGE COLLEGIATE HIGH SCHOOL",275,0,0
53,POLK,8133,"CHAIN OF LAKES COLLEGIATE HIGH",284,0,0
53,POLK,8140,"LAKELAND MONTESSORI MIDDLE SCHOOL",67,6,"0,0895522388"
53,POLK,8141,"LAKELAND MONTESSORI SCHOOL HOUSE",83,0,0
53,POLK,8142,"BERKLEY ACCELERATED MIDDLE SCHOOL",499,22,"0,04408817635"
53,POLK,8143,"OUR CHILDREN'S ACADEMY",231,69,"0,2987012987"
53,POLK,9002,"TRANSITION SCHOOL",62,13,"0,20967741935"
53,POLK,9003,"HOSPITAL HOMEBOUND",197,0,0
53,POLK,9004,"WINTER HAVEN PACE",31,0,0
53,POLK,9203,B.E.S.T.,76,10,"0,13157894736"
53,POLK,9205,"RIDGE TEEN PARENT PROGRAM",144,28,"0,19444444444"
53,POLK,9207,"POLK HALFWAY HOUSE",61,0,0
53,POLK,9221,"NEW HORIZONS",57,0,0
53,POLK,9224,"HIGHLANDS YOUTH ACADEMY",232,0,0
53,POLK,9225,"PACE CENTER FOR GIRLS",112,8,"0,07142857142"
53,POLK,9228,"POLK COUNTY SHERIFF'S CENTRAL CENTER",134,10,"0,07462686567"
53,POLK,9233,"SHERIFF'S YOUTH VILLA",25,0,0
53,POLK,9236,"POLK COUNTY SHERIFFS REGIONAL DETENTION CENTER",640,1,"0,0015625"
53,POLK,9237,"BARTOW YOUTH ACADEMY",54,0,0
53,POLK,9251,"HAINES CITY HEADSTART CENTER",95,0,0
53,POLK,9252,"WINTER HAVEN HEAD START",45,0,0
53,POLK,9255,"ESE COUNTYWIDE",137,33,"0,2408759124"
54,PUTNAM,41,"C. L. OVERTURF JR 6TH GRADE CENTER",398,108,"0,27135678391"
54,PUTNAM,51,"THE CHILDREN'S READING CENTER",221,41,"0,18552036199"
54,PUTNAM,61,"PUTNAM ACADEMY OF ARTS AND SCIENCES",164,38,"0,23170731707"
54,PUTNAM,71,"PUTNAM EDGE HIGH SCHOOL",67,11,"0,16417910447"
54,PUTNAM,91,"MELLON ELEMENTARY SCHOOL",567,236,"0,41622574955"
54,PUTNAM,101,"KELLEY SMITH ELEMENTARY SCHOOL",723,183,"0,25311203319"
54,PUTNAM,112,"INTERLACHEN HIGH SCHOOL",802,332,"0,41396508728"
54,PUTNAM,113,"C. H. PRICE MIDDLE SCHOOL",668,133,"0,1991017964"
54,PUTNAM,121,"MELROSE ELEMENTARY SCHOOL",441,93,"0,21088435374"
54,PUTNAM,125,"Q.I. ROBERTS JR. - SR. HIGH SCHOOL",276,52,"0,1884057971"
54,PUTNAM,151,"JAMES A. LONG ELEMENTARY SCHOOL",691,186,"0,26917510853"
54,PUTNAM,171,"ROBERT H. JENKINS, JUNIOR MIDDLE",787,330,"0,41931385006"
54,PUTNAM,201,"INTERLACHEN ELEMENTARY SCHOOL",996,230,"0,23092369477"
54,PUTNAM,211,"BROWNING-PEARCE ELEMENTARY SCHOOL",939,232,"0,2470713525"
54,PUTNAM,231,"GEORGE C. MILLER, JUNIOR INTERMEDIATE",473,65,"0,13742071881"
54,PUTNAM,251,"MIDDLETON-BURNEY ELEMENTARY SCHOOL",742,98,"0,13207547169"
54,PUTNAM,261,"CRESCENT CITY JUNIOR/SENIOR HIGH SCHOOL",926,361,"0,38984881209"
54,PUTNAM,301,"PALATKA HIGH SCHOOL",1435,737,"0,51358885017"
54,PUTNAM,321,"ELEANOR H. MILLER SCHOOL",139,48,"0,345323741"
54,PUTNAM,341,"OCHWILLA ELEMENTARY SCHOOL",535,99,"0,18504672897"
54,PUTNAM,351,"WILLIAM D. MOSELEY ELEMENTARY SCHOOL",515,178,"0,34563106796"
54,PUTNAM,7004,"PUTNAM VIRTUAL FRANCHISE",22,0,0
54,PUTNAM,7023,"PUTNAM VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)",*,*,*
55,"ST. JOHNS",11,"ACADEMY FOR BUSINESS AND LEADERSHIP EDUCATION",130,38,"0,2923076923"
55,"ST. JOHNS",12,"ST. AUGUSTINE PUBLIC MONTESSORI SCHOOL (SAPMS)",54,0,0
55,"ST. JOHNS",13,"ST. PAUL SCHOOL OF EXCELLENCE (SPSE)",69,0,0
55,"ST. JOHNS",21,"CROOKSHANK ELEMENTARY SCHOOL",828,50,"0,06038647342"
55,"ST. JOHNS",32,"GAINES ALTERNATIVE AT HAMBLEN",170,37,"0,21764705882"
55,"ST. JOHNS",33,"ST. JOHNS TECHNICAL HIGH SCHOOL",237,52,"0,2194092827"
55,"ST. JOHNS",61,"ST JOHNS COUNTY TRANSITION PROGRAM",47,9,"0,1914893617"
55,"ST. JOHNS",71,"THERAPEUTIC LEARNING CENTER",16,10,"0,625"
55,"ST. JOHNS",72,"ST. JOHNS COMMUNITY CAMPUS",21,0,0
55,"ST. JOHNS",91,"KETTERLINUS ELEMENTARY SCHOOL",547,15,"0,02742230347"
55,"ST. JOHNS",141,"MKY- HEAD START /DPP PK SCHOOL",19,2,"0,10526315789"
55,"ST. JOHNS",161,"R. B. HUNT ELEMENTARY SCHOOL",769,20,"0,02600780234"
55,"ST. JOHNS",171,"R J MURRAY MIDDLE SCHOOL",857,47,"0,05484247374"
55,"ST. JOHNS",181,"ST. AUGUSTINE HIGH SCHOOL",1825,356,"0,19506849315"
55,"ST. JOHNS",201,"THE WEBSTER SCHOOL",659,54,"0,08194233687"
55,"ST. JOHNS",241,"JULINGTON CREEK ELEMENTARY SCHOOL",1119,11,"0,00983020554"
55,"ST. JOHNS",251,"ALLEN D NEASE SENIOR HIGH SCHOOL",1863,298,"0,1599570585"
55,"ST. JOHNS",261,"W. DOUGLAS HARTLEY ELEMENTARY",755,14,"0,01854304635"
55,"ST. JOHNS",301,"SEBASTIAN MIDDLE SCHOOL",696,66,"0,0948275862"
55,"ST. JOHNS",311,"ALICE B. LANDRUM MIDDLE SCHOOL",1345,44,"0,03271375464"
55,"ST. JOHNS",321,"SWITZERLAND POINT MIDDLE SCHOOL",1319,50,"0,03790750568"
55,"ST. JOHNS",331,"OSCEOLA ELEMENTARY SCHOOL",771,39,"0,05058365758"
55,"ST. JOHNS",341,"MILL CREEK ELEMENTARY SCHOOL",1051,41,"0,03901046622"
55,"ST. JOHNS",351,"PONTE VEDRA PALM VALLEY- RAWLINGS ELEMENTARY SCHOOL",1400,48,"0,03428571428"
55,"ST. JOHNS",361,"OTIS A. MASON ELEMENTARY SCHOOL",661,33,"0,04992435703"
55,"ST. JOHNS",371,"GAMBLE ROGERS MIDDLE SCHOOL",906,79,"0,08719646799"
55,"ST. JOHNS",381,"CUNNINGHAM CREEK ELEMENTARY SCHOOL",879,32,"0,03640500568"
55,"ST. JOHNS",391,"OCEAN PALMS ELEMENTARY SCHOOL",968,23,"0,02376033057"
55,"ST. JOHNS",401,"PEDRO MENENDEZ HIGH SCHOOL",1453,345,"0,23743977976"
55,"ST. JOHNS",411,"BARTRAM TRAIL HIGH SCHOOL",1859,230,"0,12372243141"
55,"ST. JOHNS",421,"HASTINGS JUVENILE CORRECTIONAL",203,0,0
55,"ST. JOHNS",422,"ST. JOHNS YOUTH ACADEMY",63,0,0
55,"ST. JOHNS",441,"DURBIN CREEK ELEMENTARY SCHOOL",989,12,"0,01213346814"
55,"ST. JOHNS",442,"ST JOHNS COUNTY JUVENILE RESIDENTIAL",68,0,0
55,"ST. JOHNS",451,"TIMBERLIN CREEK ELEMENTARY SCHOOL",1009,15,"0,01486620416"
55,"ST. JOHNS",461,"SOUTH WOODS ELEMENTARY SCHOOL",723,51,"0,07053941908"
55,"ST. JOHNS",472,"LIBERTY PINES ACADEMY",1430,20,"0,01398601398"
55,"ST. JOHNS",481,"PACETTI BAY MIDDLE SCHOOL",1119,40,"0,03574620196"
55,"ST. JOHNS",482,"WARDS CREEK ELEMENTARY SCHOOL",888,25,"0,02815315315"
55,"ST. JOHNS",491,"FRUIT COVE MIDDLE SCHOOL",1371,35,"0,02552881108"
55,"ST. JOHNS",492,"PONTE VEDRA HIGH SCHOOL",1583,247,"0,15603284902"
55,"ST. JOHNS",493,"CREEKSIDE HIGH SCHOOL",1952,262,"0,13422131147"
55,"ST. JOHNS",501,"HICKORY CREEK ELEMENTARY SCHOOL",888,9,"0,01013513513"
55,"ST. JOHNS",511,"PALENCIA ELEMENTARY SCHOOL",647,19,"0,02936630602"
55,"ST. JOHNS",3525,"ST. JOHNS COUNTY JAIL (DJJ)",*,*,*
55,"ST. JOHNS",7001,"ST. JOHNS VIRTUAL INSTRUCTION PROGRAM K-8",88,0,0
55,"ST. JOHNS",7004,"ST. JOHNS VIRTUAL FRANCHISE",153,0,0
56,"ST. LUCIE",31,"WHITE CITY ELEMENTARY SCHOOL",639,14,"0,02190923317"
56,"ST. LUCIE",40,"WEATHERBEE ELEMENTARY SCHOOL",753,11,"0,01460823373"
56,"ST. LUCIE",41,"FAIRLAWN ELEMENTARY SCHOOL",632,4,"0,00632911392"
56,"ST. LUCIE",51,"FORT PIERCE MAGNET SCHOOL OF THE ARTS",532,6,"0,01127819548"
56,"ST. LUCIE",61,"LAWNWOOD ELEMENTARY SCHOOL",850,11,"0,01294117647"
56,"ST. LUCIE",71,"ST. LUCIE ELEMENTARY SCHOOL",873,3,"0,00343642611"
56,"ST. LUCIE",72,"DAN MCCARTY SCHOOL",677,5,"0,00738552437"
56,"ST. LUCIE",81,"FRANCES K. SWEET ELEMENTARY SCHOOL",620,4,"0,0064516129"
56,"ST. LUCIE",91,"SAVANNA RIDGE ELEMENTARY SCHOOL",673,2,"0,0029717682"
56,"ST. LUCIE",111,"CHESTER A. MOORE ELEMENTARY SCHOOL",811,7,"0,00863131935"
56,"ST. LUCIE",121,"LINCOLN PARK ACADEMY",1838,20,"0,01088139281"
56,"ST. LUCIE",131,"ST. LUCIE WEST K-8 SCHOOL",1568,11,"0,00701530612"
56,"ST. LUCIE",141,"SAMUEL S. GAINES ACADEMY K-8",1376,12,"0,00872093023"
56,"ST. LUCIE",151,"ALLAPATTAH FLATS K-8",1013,9,"0,00888450148"
56,"ST. LUCIE",161,"FORT PIERCE CENTRAL HIGH SCHOOL",2721,58,"0,02131569276"
56,"ST. LUCIE",162,"PERFORMANCE BASED DIPLOMA PROG",273,4,"0,01465201465"
