"Students Absent 21 or More Days by School
2013-14, Final Survey 5 - Revised 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
56,"ST. LUCIE",201,"FORT PIERCE WESTWOOD HIGH SCHOOL",1490,24,"0,01610738255"
56,"ST. LUCIE",205,"DALE CASSENS EDUCATION COMPLEX",491,4,"0,00814663951"
56,"ST. LUCIE",221,"MORNINGSIDE ELEMENTARY SCHOOL",681,11,"0,01615271659"
56,"ST. LUCIE",231,"LAKEWOOD PARK ELEMENTARY SCHOOL",825,20,"0,02424242424"
56,"ST. LUCIE",241,"FLORESTA ELEMENTARY SCHOOL",705,11,"0,01560283687"
56,"ST. LUCIE",251,"BAYSHORE ELEMENTARY SCHOOL",854,18,"0,02107728337"
56,"ST. LUCIE",261,"NORTHPORT K-8 SCHOOL",1404,31,"0,02207977207"
56,"ST. LUCIE",271,"WINDMILL POINT ELEMENTARY SCHOOL",953,13,"0,01364113326"
56,"ST. LUCIE",281,"VILLAGE GREEN ENVIRONMENTAL STUDIES SCHOOL",574,9,"0,0156794425"
56,"ST. LUCIE",301,"PORT ST. LUCIE HIGH SCHOOL",1792,39,"0,02176339285"
56,"ST. LUCIE",311,"PARKWAY ELEMENTARY SCHOOL",655,12,"0,01832061068"
56,"ST. LUCIE",331,"SOUTHPORT MIDDLE SCHOOL",926,18,"0,01943844492"
56,"ST. LUCIE",341,"MARIPOSA ELEMENTARY SCHOOL",857,16,"0,01866977829"
56,"ST. LUCIE",351,"OAK HAMMOCK K-8 SCHOOL",1658,32,"0,01930036188"
56,"ST. LUCIE",361,"MANATEE ACADEMY K-8",1596,19,"0,0119047619"
56,"ST. LUCIE",371,"FOREST GROVE MIDDLE SCHOOL",957,4,"0,00417972831"
56,"ST. LUCIE",381,"RIVERS EDGE ELEMENTARY SCHOOL",804,7,"0,00870646766"
56,"ST. LUCIE",391,"SOUTHERN OAKS MIDDLE SCHOOL",1010,7,"0,00693069306"
56,"ST. LUCIE",401,"ST. LUCIE WEST CENTENNIAL HIGH",2693,122,"0,04530263646"
56,"ST. LUCIE",411,"TREASURE COAST HIGH SCHOOL",2692,86,"0,03194650817"
56,"ST. LUCIE",421,"WEST GATE K-8 SCHOOL",1324,23,"0,0173716012"
56,"ST. LUCIE",703,"NAU CHARTER SCHOOL",484,2,"0,0041322314"
56,"ST. LUCIE",711,"RENAISSANCE CHARTER SCHOOL OF ST. LUCIE",1391,8,"0,00575125808"
56,"ST. LUCIE",712,"COLLEGE PREPARATORY ACADEMY OF THE TREASURE COAST",241,0,0
56,"ST. LUCIE",721,"RENAISSANCE CHARTER SCHOOL AT TRADITION",838,5,"0,00596658711"
56,"ST. LUCIE",5001,"ST. LUCIE DETENTION CENTER",516,0,0
56,"ST. LUCIE",5003,"DATA HOUSE",54,0,0
56,"ST. LUCIE",5005,"ST. LUCIE COUNTY SCHOOL BOARD-JAIL PROGRAM-ESE",42,0,0
56,"ST. LUCIE",5011,"HOMEBOUND PROGRAM",*,*,*
56,"ST. LUCIE",5031,"PACE CENTER FOR GIRLS, TREASURE COAST",77,1,"0,01298701298"
56,"ST. LUCIE",7001,"ST. LUCIE VIRTUAL INSTRUCTION PROGRAM",35,0,0
56,"ST. LUCIE",7023,"MOSAIC DIGITAL ACADEMY",171,0,0
57,"SANTA ROSA",21,"CENTRAL SCHOOL",605,35,"0,05785123966"
57,"SANTA ROSA",41,"BERRYHILL ELEMENTARY SCHOOL",866,53,"0,06120092378"
57,"SANTA ROSA",51,"BAGDAD ELEMENTARY SCHOOL",509,28,"0,05500982318"
57,"SANTA ROSA",61,"CHUMUCKLA ELEMENTARY SCHOOL",297,8,"0,02693602693"
57,"SANTA ROSA",71,"EAST MILTON ELEMENTARY SCHOOL",847,92,"0,10861865407"
57,"SANTA ROSA",101,"GULF BREEZE ELEMENTARY SCHOOL",760,24,"0,03157894736"
57,"SANTA ROSA",102,"GULF BREEZE MIDDLE SCHOOL",931,38,"0,04081632653"
57,"SANTA ROSA",103,"GULF BREEZE HIGH SCHOOL",1574,100,"0,06353240152"
57,"SANTA ROSA",131,"T. R. JACKSON PREK CENTER",215,65,"0,30232558139"
57,"SANTA ROSA",141,"JAY HIGH SCHOOL",480,52,"0,10833333333"
57,"SANTA ROSA",142,"JAY ELEMENTARY SCHOOL",528,51,"0,09659090909"
57,"SANTA ROSA",151,"MILTON HIGH SCHOOL",1893,254,"0,13417855256"
57,"SANTA ROSA",152,"SANTA ROSA ADULT SCHOOL",259,117,"0,45173745173"
57,"SANTA ROSA",171,"S. S. DIXON PRIMARY SCHOOL",774,14,"0,01808785529"
57,"SANTA ROSA",182,"PACE HIGH SCHOOL",1899,136,"0,07161664033"
57,"SANTA ROSA",191,"W. H. RHODES ELEMENTARY SCHOOL",974,87,"0,08932238193"
57,"SANTA ROSA",211,"MILTON YOUTH ACADEMY",43,0,0
57,"SANTA ROSA",231,"HOBBS MIDDLE SCHOOL",791,45,"0,05689001264"
57,"SANTA ROSA",261,"MARTIN LUTHER KING MIDDLE SCHOOL",684,122,"0,17836257309"
57,"SANTA ROSA",271,"HOLLEY-NAVARRE INTERMEDIATE",879,35,"0,03981797497"
57,"SANTA ROSA",272,"HOLLEY-NAVARRE MIDDLE SCHOOL",902,70,"0,0776053215"
57,"SANTA ROSA",281,"HOLLEY-NAVARRE PRIMARY",918,56,"0,06100217864"
57,"SANTA ROSA",301,"PEA RIDGE ELEMENTARY SCHOOL",855,41,"0,04795321637"
57,"SANTA ROSA",302,"AVALON MIDDLE SCHOOL",834,82,"0,09832134292"
57,"SANTA ROSA",311,"ORIOLE BEACH ELEMENTARY SCHOOL",869,29,"0,03337169159"
57,"SANTA ROSA",312,"BENNETT C RUSSELL ELEMENTARY SCHOOL",970,39,"0,04020618556"
57,"SANTA ROSA",321,"LOCKLIN TECHNICAL CENTER",12,4,"0,33333333333"
57,"SANTA ROSA",331,"S. S. DIXON INTERMEDIATE SCHOOL",791,21,"0,02654867256"
57,"SANTA ROSA",332,"THOMAS L SIMS MIDDLE SCHOOL",928,46,"0,04956896551"
57,"SANTA ROSA",341,"WEST NAVARRE PRIMARY SCHOOL",938,34,"0,03624733475"
57,"SANTA ROSA",342,"WEST NAVARRE INTERMEDIATE SCHOOL",1141,63,"0,05521472392"
57,"SANTA ROSA",351,"NAVARRE HIGH SCHOOL",2036,173,"0,08497053045"
57,"SANTA ROSA",361,"WOODLAWN BEACH MIDDLE SCHOOL",1092,45,"0,0412087912"
57,"SANTA ROSA",7001,"SANTA ROSA ONLINE VIRTUAL INSTRUCTION PROGRAM",53,0,0
57,"SANTA ROSA",7004,"SANTA ROSA VIRTUAL FRANCHISE",92,2,"0,02173913043"
57,"SANTA ROSA",8001,"LEARNING ACADEMY OF SANTA ROSA",236,89,"0,37711864406"
57,"SANTA ROSA",8003,"CAPSTONE ACADEMY MILTON CHARTER SCHOOL",28,0,0
57,"SANTA ROSA",9060,"BERRYHILL ADMINISTRATIVE COMPLEX",87,12,"0,13793103448"
58,SARASOTA,12,"ALTA VISTA ELEMENTARY SCHOOL",717,31,"0,04323570432"
58,SARASOTA,21,"PINE VIEW SCHOOL",2193,4,"0,0018239854"
58,SARASOTA,31,"SARASOTA MIDDLE SCHOOL",1280,27,"0,02109375"
58,SARASOTA,51,"SARASOTA HIGH SCHOOL",2157,162,"0,07510431154"
58,SARASOTA,71,"BAY HAVEN SCHOOL OF BASICS PLUS",608,13,"0,02138157894"
58,SARASOTA,74,"SARASOTA MILITARY ACADEMY",1098,0,0
58,SARASOTA,81,"SUNCOAST SCHOOL FOR INNOVATIVE STUDIES",472,32,"0,06779661016"
58,SARASOTA,83,"SARASOTA SCHOOL OF ARTS/SCIENCES",773,48,"0,06209573091"
58,SARASOTA,84,"BOOKER MIDDLE SCHOOL",997,51,"0,05115346038"
58,SARASOTA,85,"BOOKER HIGH SCHOOL",1203,83,"0,06899418121"
58,SARASOTA,90,"ISLAND VILLAGE MONTESSORI SCHOOL",669,0,0
58,SARASOTA,100,"SARASOTA SUNCOAST ACADEMY",504,21,"0,04166666666"
58,SARASOTA,101,"BRENTWOOD ELEMENTARY SCHOOL",716,61,"0,08519553072"
58,SARASOTA,103,"IMAGINE SCHOOL AT NORTH PORT",1111,96,"0,08640864086"
58,SARASOTA,106,"IMAGINE SCHOOL AT PALMER RANCH",610,33,"0,05409836065"
58,SARASOTA,110,"SKY ACADEMY",340,7,"0,02058823529"
58,SARASOTA,111,"BROOKSIDE MIDDLE SCHOOL",912,64,"0,07017543859"
58,SARASOTA,113,"SARASOTA ACADEMY OF THE ARTS",222,60,"0,27027027027"
58,SARASOTA,121,"ENGLEWOOD ELEMENTARY SCHOOL",549,54,"0,09836065573"
58,SARASOTA,131,"FRUITVILLE ELEMENTARY SCHOOL",825,61,"0,07393939393"
58,SARASOTA,141,"MCINTOSH MIDDLE SCHOOL",858,63,"0,07342657342"
58,SARASOTA,171,"PHILLIPPI SHORES ELEMENTARY SCHOOL",802,49,"0,06109725685"
58,SARASOTA,181,"RIVERVIEW HIGH SCHOOL",2731,269,"0,09849871841"
58,SARASOTA,191,"SOUTHSIDE ELEMENTARY SCHOOL",810,28,"0,03456790123"
58,SARASOTA,201,"TUTTLE ELEMENTARY SCHOOL",762,49,"0,06430446194"
58,SARASOTA,211,"VENICE ELEMENTARY SCHOOL",637,48,"0,07535321821"
58,SARASOTA,221,"VENICE SENIOR HIGH SCHOOL",2026,171,"0,08440276406"
58,SARASOTA,261,"GOCIO ELEMENTARY SCHOOL",782,51,"0,0652173913"
58,SARASOTA,271,"GULF GATE ELEMENTARY SCHOOL",849,62,"0,07302709069"
58,SARASOTA,291,"WILKINSON ELEMENTARY SCHOOL",597,65,"0,10887772194"
58,SARASOTA,293,"OAK PARK SCHOOL",380,53,"0,13947368421"
58,SARASOTA,294,TRIAD,231,19,"0,08225108225"
58,SARASOTA,301,"ASHTON ELEMENTARY SCHOOL",876,38,"0,04337899543"
58,SARASOTA,381,"GARDEN ELEMENTARY SCHOOL",686,27,"0,03935860058"
58,SARASOTA,391,"SARASOTA COUNTY TECHNICAL INSTITUTE",17,0,0
58,SARASOTA,451,"VENICE MIDDLE SCHOOL",607,43,"0,07084019769"
58,SARASOTA,461,"GLENALLEN ELEMENTARY SCHOOL",773,63,"0,08150064683"
58,SARASOTA,471,"LAKEVIEW ELEMENTARY SCHOOL",624,31,"0,04967948717"
58,SARASOTA,491,"TAYLOR RANCH ELEMENTARY SCHOOL",680,48,"0,07058823529"
58,SARASOTA,501,"EMMA E. BOOKER ELEMENTARY SCHOOL",619,53,"0,08562197092"
58,SARASOTA,1211,"LAUREL NOKOMIS SCHOOL",1111,46,"0,04140414041"
58,SARASOTA,1231,"TOLEDO BLADE ELEMENTARY SCHOOL",827,42,"0,05078597339"
58,SARASOTA,1241,"ATWATER ELEMENTARY",813,61,"0,0750307503"
58,SARASOTA,1251,"NORTH PORT HIGH SCHOOL",2494,188,"0,07538091419"
58,SARASOTA,1261,"HERON CREEK MIDDLE SCHOOL",975,63,"0,06461538461"
58,SARASOTA,1271,"CRANBERRY ELEMENTARY SCHOOL",852,53,"0,06220657276"
58,SARASOTA,1282,"TATUM RIDGE ELEMENTARY SCHOOL",717,31,"0,04323570432"
58,SARASOTA,1291,"WOODLAND MIDDLE SCHOOL",921,55,"0,05971769815"
58,SARASOTA,1311,"OAK PARK SOUTH",57,8,"0,14035087719"
58,SARASOTA,1341,"LAMARQUE ELEMENTARY SCHOOL",975,95,"0,09743589743"
58,SARASOTA,1391,"SUNCOAST POLYTECHNICAL HIGH SCHOOL",546,0,0
58,SARASOTA,7001,"SARASOTA VIRTUAL INSTRUCTION PROGRAM",99,0,0
59,SEMINOLE,21,"HAMILTON ELEMENTARY SCHOOL",875,64,"0,07314285714"
59,SEMINOLE,31,"BEAR LAKE ELEMENTARY SCHOOL",1202,46,"0,03826955074"
59,SEMINOLE,41,"ENGLISH ESTATES ELEMENTARY SCHOOL",886,26,"0,02934537246"
59,SEMINOLE,51,"GENEVA ELEMENTARY SCHOOL",597,37,"0,06197654941"
59,SEMINOLE,71,"LAKE MARY HIGH SCHOOL",2841,241,"0,08482928546"
59,SEMINOLE,81,"LAKE MARY ELEMENTARY SCHOOL",1104,41,"0,03713768115"
59,SEMINOLE,101,"MILWEE MIDDLE SCHOOL",1366,119,"0,08711566617"
59,SEMINOLE,111,"EVANS ELEMENTARY SCHOOL",981,28,"0,02854230377"
59,SEMINOLE,121,"LAYER ELEMENTARY SCHOOL",732,46,"0,06284153005"
59,SEMINOLE,131,"LAWTON ELEMENTARY SCHOOL",865,19,"0,02196531791"
59,SEMINOLE,141,"PINE CREST ELEMENTARY SCHOOL",986,103,"0,10446247464"
59,SEMINOLE,151,"SANFORD MIDDLE SCHOOL",1590,116,"0,07295597484"
59,SEMINOLE,171,"WALKER ELEMENTARY SCHOOL",707,17,"0,02404526166"
59,SEMINOLE,181,"SEMINOLE HIGH SCHOOL",3189,202,"0,06334274067"
59,SEMINOLE,182,"MILLENNIUM MIDDLE SCHOOL",1736,110,"0,06336405529"
59,SEMINOLE,201,"SOUTH SEMINOLE MIDDLE SCHOOL",1397,121,"0,08661417322"
59,SEMINOLE,202,"CASSELBERRY ELEMENTARY SCHOOL",783,53,"0,06768837803"
59,SEMINOLE,231,"WILSON ELEMENTARY SCHOOL",972,41,"0,04218106995"
59,SEMINOLE,251,"CROOMS ACADEMY OF INFORMATION TECHNOLOGY",624,49,"0,07852564102"
59,SEMINOLE,271,"GOLDSBORO ELEMENTARY MAGNET",704,20,"0,0284090909"
59,SEMINOLE,281,"HOPPER CENTER",39,8,"0,20512820512"
59,SEMINOLE,291,"JACKSON HEIGHTS MIDDLE SCHOOL",1238,32,"0,02584814216"
59,SEMINOLE,301,"MIDWAY ELEMENTARY SCHOOL",746,54,"0,07238605898"
59,SEMINOLE,311,"ENDEAVOR SCHOOL",114,41,"0,3596491228"
59,SEMINOLE,331,"HIGHLANDS ELEMENTARY SCHOOL",710,27,"0,03802816901"
59,SEMINOLE,361,"RAINBOW ELEMENTARY SCHOOL",774,17,"0,02196382428"
59,SEMINOLE,391,"WINTER SPRINGS ELEMENTARY SCHOOL",770,46,"0,05974025974"
59,SEMINOLE,401,"SPRING LAKE ELEMENTARY SCHOOL",764,55,"0,07198952879"
59,SEMINOLE,421,"OVIEDO HIGH SCHOOL",2512,153,"0,06090764331"
59,SEMINOLE,431,"LYMAN HIGH SCHOOL",2667,242,"0,09073865766"
59,SEMINOLE,441,"CARILLON ELEMENTARY SCHOOL",973,19,"0,01952723535"
59,SEMINOLE,491,"LAKE BRANTLEY HIGH SCHOOL",2787,106,"0,03803372802"
59,SEMINOLE,501,"TEAGUE MIDDLE SCHOOL",1469,61,"0,04152484683"
59,SEMINOLE,502,"FOREST CITY ELEMENTARY SCHOOL",1033,46,"0,0445304937"
59,SEMINOLE,511,"RED BUG ELEMENTARY SCHOOL",853,29,"0,03399765533"
59,SEMINOLE,521,"IDYLLWILDE ELEMENTARY SCHOOL",998,88,"0,0881763527"
59,SEMINOLE,531,"EASTBROOK ELEMENTARY SCHOOL",881,36,"0,04086265607"
59,SEMINOLE,541,"TUSKAWILLA MIDDLE SCHOOL",1228,85,"0,06921824104"
59,SEMINOLE,551,"LAKE HOWELL HIGH SCHOOL",2314,236,"0,10198789974"
59,SEMINOLE,561,"ALTAMONTE ELEMENTARY SCHOOL",902,54,"0,0598669623"
59,SEMINOLE,571,"JOURNEYS ACADEMY",512,127,"0,248046875"
59,SEMINOLE,581,"SABAL POINT ELEMENTARY SCHOOL",959,53,"0,05526590198"
59,SEMINOLE,591,"WOODLANDS ELEMENTARY SCHOOL",887,32,"0,0360766629"
59,SEMINOLE,601,"LAKE ORIENTA ELEMENTARY SCHOOL",869,56,"0,06444188722"
59,SEMINOLE,611,"STERLING PARK ELEMENTARY SCHOOL",895,52,"0,05810055865"
59,SEMINOLE,621,"ROCK LAKE MIDDLE SCHOOL",988,35,"0,03542510121"
59,SEMINOLE,651,"WEKIVA ELEMENTARY SCHOOL",793,19,"0,02395964691"
59,SEMINOLE,661,"KEETH ELEMENTARY SCHOOL",675,19,"0,02814814814"
59,SEMINOLE,671,"GREENWOOD LAKES MIDDLE SCHOOL",1089,35,"0,03213957759"
59,SEMINOLE,681,"STENSTROM ELEMENTARY SCHOOL",599,20,"0,03338898163"
59,SEMINOLE,691,"HEATHROW ELEMENTARY SCHOOL",975,30,"0,03076923076"
59,SEMINOLE,701,"PARTIN ELEMENTARY SCHOOL",874,18,"0,02059496567"
59,SEMINOLE,711,"INDIAN TRAILS MIDDLE SCHOOL",1107,63,"0,0569105691"
59,SEMINOLE,721,"CHILES MIDDLE SCHOOL",1317,63,"0,04783599088"
59,SEMINOLE,731,"MARKHAM WOODS MIDDLE SCHOOL",1214,95,"0,07825370675"
59,SEMINOLE,801,"BENTLEY ELEMENTARY SCHOOL",1064,67,"0,06296992481"
59,SEMINOLE,811,"WICKLOW ELEMENTARY SCHOOL",869,60,"0,06904487917"
59,SEMINOLE,821,"CRYSTAL LAKE ELEMENTARY SCHOOL",816,46,"0,05637254901"
59,SEMINOLE,911,"WINTER SPRINGS HIGH SCHOOL",2520,295,"0,11706349206"
59,SEMINOLE,931,"HAGERTY HIGH SCHOOL",2344,83,"0,03540955631"
59,SEMINOLE,7004,"SEMINOLE COUNTY VIRTUAL FRANCHISE (SCVS)",396,0,0
59,SEMINOLE,7023,"SEMINOLE ACADEMY OF DIGITAL LEARNING",82,0,0
59,SEMINOLE,9207,"HOSPITAL HOMEBOUND PROGRAM",115,0,0
59,SEMINOLE,9215,"BOYS TOWN",126,0,0
59,SEMINOLE,9218,"TAPP CHILDCARE CENTER",17,0,0
59,SEMINOLE,9224,"SCPS CONSEQUENCE UNIT",141,30,"0,21276595744"
59,SEMINOLE,9225,"JOHN POLK ALTERNATIVE SCHOOL",17,0,0
59,SEMINOLE,9228,"UCP SEMINOLE CHILD DEVELOPMENT",82,0,0
59,SEMINOLE,9229,"CHOICES IN LEARNING CHARTER",696,12,"0,01724137931"
59,SEMINOLE,9233,"GALILEO SCHOOL FOR GIFTED LEARNING",231,10,"0,04329004329"
59,SEMINOLE,9234,"SEMINOLE COUNTY DETENTION CENTER",165,0,0
59,SEMINOLE,9235,"SCPS EARLY LEARNING COALITION",51,0,0
59,SEMINOLE,9705,"CONTRACTED SERVICES",*,*,*
60,SUMTER,31,"BUSHNELL ELEMENTARY SCHOOL",866,28,"0,03233256351"
60,SUMTER,42,"SOUTH SUMTER MIDDLE SCHOOL",916,100,"0,10917030567"
60,SUMTER,51,"WEBSTER ELEMENTARY SCHOOL",818,57,"0,06968215158"
60,SUMTER,102,"WILDWOOD ELEMENTARY SCHOOL",1024,73,"0,0712890625"
60,SUMTER,161,"WILDWOOD MIDDLE/ HIGH SCHOOL",864,90,"0,10416666666"
60,SUMTER,171,"SOUTH SUMTER HIGH SCHOOL",1147,223,"0,19442022667"
60,SUMTER,181,"LAKE PANASOFFKEE ELEMENTARY SCHOOL",677,61,"0,09010339734"
60,SUMTER,2001,"VILLAGES CHARTER SCHOOL",2792,49,"0,01755014326"
60,SUMTER,3001,"SUMTER ALTERNATIVES",115,23,"0,2"
60,SUMTER,7001,"SUMTER COUNTY VIRTUAL INSTRUCTION PROGRAM",*,*,*
60,SUMTER,7004,"SUMTER VIRTUAL FRANCHISE",*,*,*
61,SUWANNEE,10,"COMMUNITY BASE SERVICE STUDENTS",16,0,0
61,SUWANNEE,11,"SUWANNEE PRIMARY SCHOOL",1019,145,"0,14229636898"
61,SUWANNEE,12,"SUWANNEE-HAMILTON TECHNICAL CENTER",*,*,*
61,SUWANNEE,42,"SUWANNEE INTERMEDIATE SCHOOL",721,81,"0,11234396671"
61,SUWANNEE,43,"SUWANNEE HIGH SCHOOL",1381,311,"0,22519913106"
61,SUWANNEE,51,"SUWANNEE MIDDLE SCHOOL",1144,263,"0,22989510489"
61,SUWANNEE,60,"SUWANNEE ELEMENTARY SCHOOL",820,103,"0,12560975609"
61,SUWANNEE,89,"BRANFORD ELEMENTARY SCHOOL",762,77,"0,10104986876"
61,SUWANNEE,91,"BRANFORD HIGH SCHOOL",783,204,"0,26053639846"
61,SUWANNEE,7001,"SUWANNEE VIRTUAL INSTRUCTION PROGRAM",*,*,*
61,SUWANNEE,7004,"SUWANNEE VIRTUAL FRANCHISE",31,2,"0,06451612903"
61,SUWANNEE,7023,"SUWANNEE VIRTUAL SCHOOL",30,3,"0,1"
61,SUWANNEE,9003,"FLORIDA SHERIFF'S BOYS RANCH",85,0,0
62,TAYLOR,31,"TAYLOR COUNTY MIDDLE SCHOOL",663,161,"0,24283559577"
62,TAYLOR,41,"TAYLOR COUNTY ELEMENTARY SCHOOL",625,112,"0,1792"
62,TAYLOR,51,"CHILD DEVELOPMENT CENTER",354,88,"0,24858757062"
62,TAYLOR,111,"STEINHATCHEE SCHOOL",106,20,"0,18867924528"
62,TAYLOR,131,"TAYLOR CO AREA VOCATIONAL-TECHNICAL/ADULT",104,63,"0,60576923076"
62,TAYLOR,141,"PERRY PRIMARY SCHOOL",780,172,"0,22051282051"
62,TAYLOR,161,"TAYLOR COUNTY HIGH SCHOOL",652,166,"0,25460122699"
63,UNION,21,"UNION COUNTY HIGH SCHOOL",651,100,"0,15360983102"
63,UNION,22,"LAKE BUTLER MIDDLE SCHOOL",733,84,"0,11459754433"
63,UNION,31,"LAKE BUTLER ELEMENTARY SCHOOL",1114,167,"0,14991023339"
63,UNION,2021,"THE OUTPOST",30,0,0
63,UNION,7004,"UNION VIRTUAL FRANCHISE",*,*,*
63,UNION,7021,"UNION JUVENILE RESIDENTIAL FACILITY-THREE SPRINGS",21,0,0
64,VOLUSIA,621,"BLUE LAKE ELEMENTARY SCHOOL",781,94,"0,12035851472"
64,VOLUSIA,734,"TOMOKA ELEMENTARY SCHOOL",833,57,"0,06842737094"
64,VOLUSIA,745,"CAMPBELL MIDDLE SCHOOL",1087,92,"0,08463661453"
64,VOLUSIA,761,"PATHWAYS ELEMENTARY SCHOOL",805,50,"0,06211180124"
64,VOLUSIA,821,"PINE TRAIL ELEMENTARY SCHOOL",747,56,"0,07496653279"
64,VOLUSIA,949,"CHISHOLM ELEMENTARY SCHOOL",447,44,"0,09843400447"
64,VOLUSIA,1114,"ORMOND BEACH ELEMENTARY SCHOOL",307,27,"0,08794788273"
64,VOLUSIA,1237,"CORONADO BEACH ELEMENTARY SCHOOL",313,19,"0,06070287539"
64,VOLUSIA,1453,"DELAND HIGH SCHOOL",2586,382,"0,14771848414"
64,VOLUSIA,1491,"WOODWARD AVENUE ELEMENTARY SCHOOL",705,56,"0,07943262411"
64,VOLUSIA,1531,"DELAND MIDDLE SCHOOL",1228,162,"0,1319218241"
64,VOLUSIA,1551,"UNIVERSITY HIGH SCHOOL",3044,394,"0,129434954"
64,VOLUSIA,1631,"LOUISE S. MCINNIS ELEMENTARY SCHOOL",423,40,"0,09456264775"
64,VOLUSIA,1702,"DELTONA MIDDLE SCHOOL",1295,155,"0,11969111969"
64,VOLUSIA,1811,"DELTONA LAKES ELEMENTARY SCHOOL",854,136,"0,15925058548"
64,VOLUSIA,1931,"ENTERPRISE ELEMENTARY SCHOOL",688,57,"0,0828488372"
64,VOLUSIA,2021,"OSTEEN ELEMENTARY SCHOOL",606,69,"0,11386138613"
64,VOLUSIA,2041,"HIGHBANKS LEARNING CENTER",159,5,"0,03144654088"
64,VOLUSIA,2451,"PALM TERRACE ELEMENTARY SCHOOL",734,104,"0,14168937329"
64,VOLUSIA,2721,"HOLLY HILL SCHOOL",1169,96,"0,08212147134"
64,VOLUSIA,2734,"CHAMPION ELEMENTARY SCHOOL",681,115,"0,16886930983"
64,VOLUSIA,3234,"R. J. LONGSTREET ELEMENTARY SCHOOL",548,62,"0,11313868613"
64,VOLUSIA,3251,"WESTSIDE ELEMENTARY SCHOOL",636,48,"0,07547169811"
64,VOLUSIA,3431,"SILVER SANDS MIDDLE SCHOOL",1255,174,"0,13864541832"
64,VOLUSIA,3436,"MAINLAND HIGH SCHOOL",2117,206,"0,09730751062"
64,VOLUSIA,3451,"HORIZON ELEMENTARY SCHOOL",780,79,"0,10128205128"
64,VOLUSIA,3631,"GEORGE W. MARKS ELEMENTARY SCHOOL",619,31,"0,05008077544"
64,VOLUSIA,3651,"INDIAN RIVER ELEMENTARY SCHOOL",759,73,"0,09617918313"
64,VOLUSIA,3697,"EDGEWATER PUBLIC SCHOOL",659,63,"0,09559939301"
64,VOLUSIA,3839,"NEW SMYRNA BEACH HIGH SCHOOL",2037,199,"0,09769268532"
64,VOLUSIA,3931,"NEW SMYRNA BEACH MIDDLE SCHOOL",1255,99,"0,07888446215"
64,VOLUSIA,4131,"ORANGE CITY ELEMENTARY SCHOOL",695,53,"0,0762589928"
64,VOLUSIA,4235,"ORMOND BEACH MIDDLE SCHOOL",1200,132,"0,11"
64,VOLUSIA,4334,"ORTONA ELEMENTARY SCHOOL",266,22,"0,08270676691"
64,VOLUSIA,4436,"SPRUCE CREEK HIGH SCHOOL",2911,385,"0,13225695637"
64,VOLUSIA,4531,"SPRUCE CREEK ELEMENTARY SCHOOL",764,57,"0,07460732984"
64,VOLUSIA,4621,"SUGAR MILL ELEMENTARY SCHOOL",714,81,"0,11344537815"
64,VOLUSIA,4634,"OSCEOLA ELEMENTARY SCHOOL",496,48,"0,09677419354"
64,VOLUSIA,4831,"PIERSON ELEMENTARY SCHOOL",601,39,"0,06489184692"
64,VOLUSIA,4934,"PORT ORANGE ELEMENTARY SCHOOL",457,46,"0,10065645514"
64,VOLUSIA,4941,"ATLANTIC HIGH SCHOOL",1184,128,"0,1081081081"
64,VOLUSIA,4951,"SWEETWATER ELEMENTARY SCHOOL",702,28,"0,03988603988"
64,VOLUSIA,5037,"READ-PATTILLO ELEMENTARY SCHOOL",462,36,"0,07792207792"
64,VOLUSIA,5434,"RIVERVIEW LEARNING CENTER",135,17,"0,12592592592"
64,VOLUSIA,5836,"SEABREEZE HIGH SCHOOL",1820,206,"0,11318681318"
64,VOLUSIA,6144,"TURIE T. SMALL ELEMENTARY SCHOOL",614,71,"0,11563517915"
64,VOLUSIA,6234,"SOUTH DAYTONA ELEMENTARY SCHOOL",930,68,"0,07311827956"
64,VOLUSIA,6343,"SOUTHWESTERN MIDDLE SCHOOL",782,99,"0,12659846547"
64,VOLUSIA,6441,"EDITH I. STARKE ELEMENTARY SCHOOL",498,56,"0,11244979919"
64,VOLUSIA,6633,"T. DEWITT TAYLOR MIDDLE-HIGH SCHOOL",1159,125,"0,1078515962"
64,VOLUSIA,6751,"DISCOVERY ELEMENTARY SCHOOL",795,75,"0,09433962264"
64,VOLUSIA,6761,"DELTONA HIGH SCHOOL",1862,271,"0,14554242749"
64,VOLUSIA,6781,"TIMBERCREST ELEMENTARY SCHOOL",831,51,"0,06137184115"
64,VOLUSIA,6791,"GALAXY MIDDLE SCHOOL",1174,86,"0,07325383304"
64,VOLUSIA,6841,"SUNRISE ELEMENTARY SCHOOL",576,40,"0,06944444444"
64,VOLUSIA,6851,"FRIENDSHIP ELEMENTARY SCHOOL",519,48,"0,09248554913"
64,VOLUSIA,6871,"VOLUSIA PINES ELEMENTARY SCHOOL",718,62,"0,08635097493"
64,VOLUSIA,6881,"PINE RIDGE HIGH SCHOOL",1823,344,"0,18869994514"
64,VOLUSIA,6891,"THE READING EDGE ACADEMY",338,24,"0,07100591715"
